Threshold [mV] - 0 (yellow),Frequency  [kHz] - 0 (yellow),Threshold [mV] - 1 (green),Frequency  [kHz] - 1 (green),Threshold [mV] - 2 (red),Frequency  [kHz] - 2 (red),Threshold [mV] - 3 (light blue),Frequency  [kHz] - 3 (light blue),Threshold [mV] - 4 (light yellow),Frequency  [kHz] - 4 (light yellow),Threshold [mV] - 5 (pink),Frequency  [kHz] - 5 (pink),Threshold [mV] - 6 (orange),Frequency  [kHz] - 6 (orange)
-6.0,0.369167,-6.0,0.355867,-6.0,0.355467,-6.0,0.3673,-6.0,0.3667,-6.0,0.346633,-6.0,0.352
