Time,V
2.1200E-06,1.9776116908E-02
2.1210E-06,1.9741347373E-02
2.1220E-06,1.9769136965E-02
2.1230E-06,1.9738406241E-02
2.1240E-06,1.9755320132E-02
2.1250E-06,1.9733630717E-02
2.1260E-06,1.9749272406E-02
2.1270E-06,1.9728180945E-02
2.1280E-06,1.9685760558E-02
2.1290E-06,1.9689195693E-02
2.1300E-06,1.9676717818E-02
2.1310E-06,1.9643075049E-02
2.1320E-06,1.9619579375E-02
2.1330E-06,1.9642125189E-02
2.1340E-06,1.9625869811E-02
2.1350E-06,1.9628493369E-02
2.1360E-06,1.9595126212E-02
2.1370E-06,1.9593045294E-02
2.1380E-06,1.9574314177E-02
2.1390E-06,1.9559499800E-02
2.1400E-06,1.9565089762E-02
2.1410E-06,1.9540088713E-02
2.1420E-06,1.9525195658E-02
2.1430E-06,1.9520099699E-02
2.1440E-06,1.9500636637E-02
2.1450E-06,1.9491952479E-02
2.1460E-06,1.9500803530E-02
2.1470E-06,1.9463863432E-02
2.1480E-06,1.9459561884E-02
2.1490E-06,1.9432729304E-02
2.1500E-06,1.9439255774E-02
2.1510E-06,1.9412618697E-02
2.1520E-06,1.9410934031E-02
2.1530E-06,1.9404474318E-02
2.1540E-06,1.9389322340E-02
2.1550E-06,1.9343135893E-02
2.1560E-06,1.9375654280E-02
2.1570E-06,1.9320001662E-02
2.1580E-06,1.9321061671E-02
2.1590E-06,1.9296403944E-02
2.1600E-06,1.9306566775E-02
2.1610E-06,1.9260680258E-02
2.1620E-06,1.9273530066E-02
2.1630E-06,1.9278449595E-02
2.1640E-06,1.9237647593E-02
2.1650E-06,1.9253330290E-02
2.1660E-06,1.9225130618E-02
2.1670E-06,1.9194067061E-02
2.1680E-06,1.9181426585E-02
2.1690E-06,1.9199315608E-02
2.1700E-06,1.9188191473E-02
2.1710E-06,1.9179769099E-02
2.1720E-06,1.9152989924E-02
2.1730E-06,1.9147100508E-02
2.1740E-06,1.9114493430E-02
2.1750E-06,1.9117122233E-02
2.1760E-06,1.9120189250E-02
2.1770E-06,1.9063484251E-02
2.1780E-06,1.9086595595E-02
2.1790E-06,1.9060537398E-02
2.1800E-06,1.9062565386E-02
2.1810E-06,1.9054037631E-02
2.1820E-06,1.9054359972E-02
2.1830E-06,1.9026326239E-02
2.1840E-06,1.9035703242E-02
2.1850E-06,1.9033525527E-02
2.1860E-06,1.8984850466E-02
2.1870E-06,1.9000095427E-02
2.1880E-06,1.8995050490E-02
2.1890E-06,1.8976423800E-02
2.1900E-06,1.8987856925E-02
2.1910E-06,1.8976923525E-02
2.1920E-06,1.8941563189E-02
2.1930E-06,1.8955649912E-02
2.1940E-06,1.8933615267E-02
2.1950E-06,1.8923262656E-02
2.1960E-06,1.8932500899E-02
2.1970E-06,1.8914057791E-02
2.1980E-06,1.8906617224E-02
2.1990E-06,1.8882302821E-02
2.2000E-06,1.8894128859E-02
2.2010E-06,1.8873100340E-02
2.2020E-06,1.8847108901E-02
2.2030E-06,1.8822929442E-02
2.2040E-06,1.8844168246E-02
2.2050E-06,1.8813746512E-02
2.2060E-06,1.8833961070E-02
2.2070E-06,1.8806681216E-02
2.2080E-06,1.8813830912E-02
2.2090E-06,1.8811488211E-02
2.2100E-06,1.8774743617E-02
2.2110E-06,1.8790296614E-02
2.2120E-06,1.8752795756E-02
2.2130E-06,1.8745997488E-02
2.2140E-06,1.8765289366E-02
2.2150E-06,1.8740721762E-02
2.2160E-06,1.8732569754E-02
2.2170E-06,1.8713921130E-02
2.2180E-06,1.8710146964E-02
2.2190E-06,1.8696501315E-02
2.2200E-06,1.8705137789E-02
2.2210E-06,1.8671388209E-02
2.2220E-06,1.8676379263E-02
2.2230E-06,1.8672493517E-02
2.2240E-06,1.8630828440E-02
2.2250E-06,1.8643779337E-02
2.2260E-06,1.8638018191E-02
2.2270E-06,1.8617088854E-02
2.2280E-06,1.8617410719E-02
2.2290E-06,1.8596615374E-02
2.2300E-06,1.8605924189E-02
2.2310E-06,1.8578594744E-02
2.2320E-06,1.8563090384E-02
2.2330E-06,1.8535955489E-02
