Time,V
1.6000E-06,2.7467380762E-03
1.6010E-06,2.7793762445E-03
1.6020E-06,2.7485693216E-03
1.6030E-06,2.7602833033E-03
1.6040E-06,2.7566442728E-03
1.6050E-06,2.7644396067E-03
1.6060E-06,2.7453306437E-03
1.6070E-06,2.7430502176E-03
1.6080E-06,2.7178114176E-03
1.6090E-06,2.7239977121E-03
1.6100E-06,2.7248480082E-03
1.6110E-06,2.7210518122E-03
1.6120E-06,2.7107216120E-03
1.6130E-06,2.6987434626E-03
1.6140E-06,2.6920179605E-03
1.6150E-06,2.7305774927E-03
1.6160E-06,2.7032787561E-03
1.6170E-06,2.7109960794E-03
1.6180E-06,2.7028904200E-03
1.6190E-06,2.6980840921E-03
1.6200E-06,2.7158182383E-03
1.6210E-06,2.6826999903E-03
1.6220E-06,2.7042135477E-03
1.6230E-06,2.6836565256E-03
1.6240E-06,2.6874521494E-03
1.6250E-06,2.6600097895E-03
1.6260E-06,2.7114217997E-03
1.6270E-06,2.6650949717E-03
1.6280E-06,2.6970512629E-03
1.6290E-06,2.6824548960E-03
1.6300E-06,2.6927294016E-03
1.6310E-06,2.6739330530E-03
1.6320E-06,2.6507196665E-03
1.6330E-06,2.6604814768E-03
1.6340E-06,2.6487669230E-03
1.6350E-06,2.6635057688E-03
1.6360E-06,2.6492637873E-03
1.6370E-06,2.6743124247E-03
1.6380E-06,2.6500807047E-03
1.6390E-06,2.6572473764E-03
1.6400E-06,2.6480402231E-03
1.6410E-06,2.6620577097E-03
1.6420E-06,2.6510599375E-03
1.6430E-06,2.6511659861E-03
1.6440E-06,2.6521349192E-03
1.6450E-06,2.6557430506E-03
1.6460E-06,2.6508167505E-03
1.6470E-06,2.6578916788E-03
1.6480E-06,2.6646316767E-03
1.6490E-06,2.6264930964E-03
