in s,CH2 in V
4.2100E-07,8.1882542670E-02
4.2200E-07,8.1828040659E-02
4.2300E-07,8.1724465430E-02
4.2400E-07,8.1656423151E-02
4.2500E-07,8.1581155360E-02
4.2600E-07,8.1479619563E-02
4.2700E-07,8.1382267058E-02
4.2800E-07,8.1291829169E-02
4.2900E-07,8.1213088572E-02
4.3000E-07,8.1120505393E-02
4.3100E-07,8.1064160883E-02
4.3200E-07,8.0986030638E-02
4.3300E-07,8.0904789984E-02
4.3400E-07,8.0816653311E-02
4.3500E-07,8.0704724848E-02
4.3600E-07,8.0668183863E-02
4.3700E-07,8.0577005446E-02
4.3800E-07,8.0495053351E-02
4.3900E-07,8.0395253718E-02
4.4000E-07,8.0306510031E-02
4.4100E-07,8.0215789378E-02
4.4200E-07,8.0144458830E-02
4.4300E-07,8.0062276900E-02
4.4400E-07,7.9985950053E-02
4.4500E-07,7.9886091292E-02
4.4600E-07,7.9821414530E-02
4.4700E-07,7.9684830725E-02
4.4800E-07,7.9665850222E-02
4.4900E-07,7.9587870181E-02
4.5000E-07,7.9506839335E-02
4.5100E-07,7.9413696826E-02
4.5200E-07,7.9329864085E-02
4.5300E-07,7.9223807871E-02
4.5400E-07,7.9193426192E-02
4.5500E-07,7.9055934489E-02
4.5600E-07,7.9002147257E-02
4.5700E-07,7.8911408961E-02
4.5800E-07,7.8829853594E-02
4.5900E-07,7.8770901263E-02
4.6000E-07,7.8698012412E-02
4.6100E-07,7.8626406729E-02
4.6200E-07,7.8507549822E-02
4.6300E-07,7.8467448294E-02
4.6400E-07,7.8389141142E-02
4.6500E-07,7.8288395941E-02
4.6600E-07,7.8218956053E-02
4.6700E-07,7.8134484828E-02
4.6800E-07,7.8060748637E-02
4.6900E-07,7.7960408747E-02
4.7000E-07,7.7893312514E-02
4.7100E-07,7.7797847807E-02
4.7200E-07,7.7751457751E-02
4.7300E-07,7.7669597685E-02
4.7400E-07,7.7567873538E-02
4.7500E-07,7.7493450701E-02
4.7600E-07,7.7412736475E-02
4.7700E-07,7.7333185256E-02
4.7800E-07,7.7228229105E-02
4.7900E-07,7.7185590804E-02
4.8000E-07,7.7137336791E-02
4.8100E-07,7.7042832434E-02
4.8200E-07,7.6959756434E-02
4.8300E-07,7.6908364832E-02
4.8400E-07,7.6777148306E-02
4.8500E-07,7.6742101729E-02
4.8600E-07,7.6641269267E-02
4.8700E-07,7.6554499209E-02
4.8800E-07,7.6462197840E-02
4.8900E-07,7.6395560324E-02
4.9000E-07,7.6313728869E-02
4.9100E-07,7.6263052046E-02
4.9200E-07,7.6139607012E-02
4.9300E-07,7.6057627738E-02
4.9400E-07,7.5971600592E-02
4.9500E-07,7.5926026881E-02
4.9600E-07,7.5849104941E-02
4.9700E-07,7.5755606234E-02
4.9800E-07,7.5694942534E-02
4.9900E-07,7.5601699889E-02
5.0000E-07,7.5528540671E-02
5.0100E-07,7.5459538996E-02
5.0200E-07,7.5386004031E-02
5.0300E-07,7.5294118941E-02
5.0400E-07,7.5243622363E-02
5.0500E-07,7.5133835375E-02
5.0600E-07,7.5090885699E-02
5.0700E-07,7.4990704119E-02
5.0800E-07,7.4935206473E-02
5.0900E-07,7.4857417166E-02
5.1000E-07,7.4784261763E-02
5.1100E-07,7.4685073435E-02
5.1200E-07,7.4643965304E-02
5.1300E-07,7.4528667986E-02
5.1400E-07,7.4476690352E-02
5.1500E-07,7.4397766173E-02
5.1600E-07,7.4351164401E-02
5.1700E-07,7.4241674006E-02
5.1800E-07,7.4212936938E-02
5.1900E-07,7.4115681231E-02
5.2000E-07,7.4044282496E-02
5.2100E-07,7.3976228297E-02
5.2200E-07,7.3901578486E-02
5.2300E-07,7.3822359145E-02
5.2400E-07,7.3730911314E-02
5.2500E-07,7.3641075671E-02
5.2600E-07,7.3604530871E-02
5.2700E-07,7.3481569350E-02
5.2800E-07,7.3431842864E-02
5.2900E-07,7.3336272776E-02
5.3000E-07,7.3259796679E-02
5.3100E-07,7.3172277033E-02
5.3200E-07,7.3119362414E-02
5.3300E-07,7.3050014079E-02
5.3400E-07,7.2972970545E-02
5.3500E-07,7.2921345770E-02
5.3600E-07,7.2860602915E-02
5.3700E-07,7.2790958464E-02
5.3800E-07,7.2745818198E-02
5.3900E-07,7.2626536429E-02
5.4000E-07,7.2574188292E-02
5.4100E-07,7.2424441874E-02
5.4200E-07,7.2393426478E-02
5.4300E-07,7.2314050257E-02
5.4400E-07,7.2220448554E-02
5.4500E-07,7.2169317305E-02
5.4600E-07,7.2112093508E-02
5.4700E-07,7.1978188574E-02
5.4800E-07,7.1935642302E-02
5.4900E-07,7.1870056212E-02
5.5000E-07,7.1775119364E-02
5.5100E-07,7.1700430453E-02
5.5200E-07,7.1662339270E-02
5.5300E-07,7.1559950888E-02
5.5400E-07,7.1514946997E-02
5.5500E-07,7.1415135920E-02
5.5600E-07,7.1347569048E-02
5.5700E-07,7.1290875971E-02
5.5800E-07,7.1184611857E-02
5.5900E-07,7.1118054926E-02
5.6000E-07,7.1059478343E-02
5.6100E-07,7.0977573931E-02
5.6200E-07,7.0945789874E-02
5.6300E-07,7.0851558745E-02
5.6400E-07,7.0810305178E-02
5.6500E-07,7.0703696311E-02
5.6600E-07,7.0671761572E-02
5.6700E-07,7.0575416625E-02
5.6800E-07,7.0527477801E-02
5.6900E-07,7.0398628294E-02
5.7000E-07,7.0334129393E-02
5.7100E-07,7.0253868163E-02
5.7200E-07,7.0202848971E-02
5.7300E-07,7.0087321341E-02
5.7400E-07,7.0053162158E-02
5.7500E-07,6.9985445559E-02
5.7600E-07,6.9941471159E-02
5.7700E-07,6.9829250872E-02
5.7800E-07,6.9799358428E-02
5.7900E-07,6.9732814848E-02
5.8000E-07,6.9659896433E-02
5.8100E-07,6.9602255881E-02
5.8200E-07,6.9515165389E-02
5.8300E-07,6.9431147635E-02
5.8400E-07,6.9365050375E-02
5.8500E-07,6.9289624274E-02
5.8600E-07,6.9239177287E-02
5.8700E-07,6.9159763873E-02
5.8800E-07,6.9122948229E-02
5.8900E-07,6.9032990992E-02
5.9000E-07,6.8969687521E-02
5.9100E-07,6.8896787703E-02
5.9200E-07,6.8850438654E-02
5.9300E-07,6.8751783907E-02
5.9400E-07,6.8694860041E-02
5.9500E-07,6.8614208758E-02
5.9600E-07,6.8537137091E-02
5.9700E-07,6.8469173491E-02
5.9800E-07,6.8388835490E-02
5.9900E-07,6.8298914969E-02
6.0000E-07,6.8253883898E-02
6.0100E-07,6.8214718878E-02
6.0200E-07,6.8139286101E-02
6.0300E-07,6.8068265975E-02
6.0400E-07,6.8001487792E-02
6.0500E-07,6.7926164210E-02
6.0600E-07,6.7895790637E-02
6.0700E-07,6.7795160830E-02
6.0800E-07,6.7737994730E-02
6.0900E-07,6.7641994536E-02
6.1000E-07,6.7584401667E-02
6.1100E-07,6.7506599486E-02
6.1200E-07,6.7449081481E-02
6.1300E-07,6.7402715266E-02
6.1400E-07,6.7304582655E-02
6.1500E-07,6.7200971663E-02
6.1600E-07,6.7129659235E-02
6.1700E-07,6.7054708540E-02
6.1800E-07,6.7025005877E-02
6.1900E-07,6.6911340296E-02
6.2000E-07,6.6911206782E-02
6.2100E-07,6.6805412829E-02
6.2200E-07,6.6736681521E-02
6.2300E-07,6.6670895636E-02
6.2400E-07,6.6590657771E-02
6.2500E-07,6.6497468531E-02
6.2600E-07,6.6448258936E-02
6.2700E-07,6.6370013297E-02
6.2800E-07,6.6297435343E-02
6.2900E-07,6.6237399161E-02
6.3000E-07,6.6139921248E-02
6.3100E-07,6.6049844801E-02
6.3200E-07,6.6004225314E-02
6.3300E-07,6.5940639079E-02
6.3400E-07,6.5900823176E-02
6.3500E-07,6.5800113261E-02
6.3600E-07,6.5735524714E-02
6.3700E-07,6.5661553442E-02
6.3800E-07,6.5627087176E-02
6.3900E-07,6.5550231516E-02
6.4000E-07,6.5498247206E-02
6.4100E-07,6.5431568682E-02
6.4200E-07,6.5333357871E-02
6.4300E-07,6.5286897242E-02
6.4400E-07,6.5195308268E-02
6.4500E-07,6.5155073225E-02
6.4600E-07,6.5096115172E-02
6.4700E-07,6.5028202593E-02
6.4800E-07,6.4970335066E-02
6.4900E-07,6.4882000029E-02
6.5000E-07,6.4853369772E-02
6.5100E-07,6.4762294352E-02
6.5200E-07,6.4751173556E-02
6.5300E-07,6.4672690928E-02
6.5400E-07,6.4594321787E-02
6.5500E-07,6.4522604048E-02
6.5600E-07,6.4465534747E-02
6.5700E-07,6.4401359141E-02
6.5800E-07,6.4323288023E-02
6.5900E-07,6.4266590178E-02
6.6000E-07,6.4192428172E-02
6.6100E-07,6.4101869166E-02
6.6200E-07,6.4067409575E-02
6.6300E-07,6.3985526621E-02
6.6400E-07,6.3933938563E-02
6.6500E-07,6.3866966784E-02
6.6600E-07,6.3801886618E-02
6.6700E-07,6.3727204382E-02
6.6800E-07,6.3660605490E-02
6.6900E-07,6.3617092192E-02
6.7000E-07,6.3535594523E-02
6.7100E-07,6.3478176653E-02
6.7200E-07,6.3422791064E-02
6.7300E-07,6.3344991744E-02
6.7400E-07,6.3279753268E-02
6.7500E-07,6.3215638220E-02
6.7600E-07,6.3131728232E-02
6.7700E-07,6.3087933123E-02
6.7800E-07,6.3000598013E-02
6.7900E-07,6.2924980223E-02
6.8000E-07,6.2873393595E-02
6.8100E-07,6.2808735430E-02
6.8200E-07,6.2710388720E-02
6.8300E-07,6.2651555121E-02
6.8400E-07,6.2631660998E-02
6.8500E-07,6.2513657629E-02
6.8600E-07,6.2495551169E-02
6.8700E-07,6.2406794131E-02
6.8800E-07,6.2351977408E-02
6.8900E-07,6.2282754004E-02
6.9000E-07,6.2230202734E-02
6.9100E-07,6.2181326926E-02
6.9200E-07,6.2095785201E-02
6.9300E-07,6.2058094561E-02
6.9400E-07,6.1984917223E-02
6.9500E-07,6.1916688979E-02
6.9600E-07,6.1880861342E-02
6.9700E-07,6.1793464720E-02
6.9800E-07,6.1734826624E-02
6.9900E-07,6.1671987116E-02
7.0000E-07,6.1599697173E-02
7.0100E-07,6.1561119616E-02
7.0200E-07,6.1486037314E-02
7.0300E-07,6.1415267050E-02
7.0400E-07,6.1359935820E-02
7.0500E-07,6.1301080763E-02
7.0600E-07,6.1238530219E-02
7.0700E-07,6.1153355658E-02
7.0800E-07,6.1112107813E-02
7.0900E-07,6.1050801337E-02
7.1000E-07,6.0997532904E-02
7.1100E-07,6.0914672911E-02
7.1200E-07,6.0856562197E-02
7.1300E-07,6.0820085108E-02
7.1400E-07,6.0726535857E-02
7.1500E-07,6.0690607607E-02
7.1600E-07,6.0633006155E-02
7.1700E-07,6.0557794154E-02
7.1800E-07,6.0481314242E-02
7.1900E-07,6.0409910262E-02
7.2000E-07,6.0341288626E-02
7.2100E-07,6.0291371882E-02
7.2200E-07,6.0205221713E-02
7.2300E-07,6.0166624606E-02
7.2400E-07,6.0092204154E-02
7.2500E-07,6.0045044005E-02
7.2600E-07,5.9960641921E-02
7.2700E-07,5.9914268076E-02
7.2800E-07,5.9840209544E-02
7.2900E-07,5.9772791445E-02
7.3000E-07,5.9719553530E-02
7.3100E-07,5.9667170584E-02
7.3200E-07,5.9606324732E-02
7.3300E-07,5.9546616614E-02
7.3400E-07,5.9494783461E-02
7.3500E-07,5.9425152361E-02
7.3600E-07,5.9347791255E-02
7.3700E-07,5.9275467932E-02
7.3800E-07,5.9196239531E-02
7.3900E-07,5.9147545874E-02
7.4000E-07,5.9096471369E-02
7.4100E-07,5.9013275206E-02
7.4200E-07,5.8979543746E-02
7.4300E-07,5.8875641406E-02
7.4400E-07,5.8842104018E-02
7.4500E-07,5.8748704970E-02
7.4600E-07,5.8720267355E-02
7.4700E-07,5.8650130808E-02
7.4800E-07,5.8626082480E-02
7.4900E-07,5.8542575419E-02
7.5000E-07,5.8482812464E-02
7.5100E-07,5.8440202296E-02
7.5200E-07,5.8403907835E-02
7.5300E-07,5.8331915438E-02
7.5400E-07,5.8305770934E-02
7.5500E-07,5.8210834563E-02
7.5600E-07,5.8173562109E-02
7.5700E-07,5.8098897994E-02
7.5800E-07,5.8068172991E-02
7.5900E-07,5.7983665526E-02
7.6000E-07,5.7936796248E-02
7.6100E-07,5.7873237193E-02
7.6200E-07,5.7812844813E-02
7.6300E-07,5.7766300738E-02
7.6400E-07,5.7677063048E-02
7.6500E-07,5.7669524252E-02
7.6600E-07,5.7581357539E-02
7.6700E-07,5.7537110388E-02
7.6800E-07,5.7456324160E-02
7.6900E-07,5.7375697196E-02
7.7000E-07,5.7322286189E-02
7.7100E-07,5.7249552786E-02
7.7200E-07,5.7203076422E-02
7.7300E-07,5.7140974581E-02
7.7400E-07,5.7094650328E-02
7.7500E-07,5.7026962340E-02
7.7600E-07,5.6991702139E-02
7.7700E-07,5.6904456198E-02
7.7800E-07,5.6856135428E-02
7.7900E-07,5.6793387949E-02
7.8000E-07,5.6751504004E-02
7.8100E-07,5.6682213366E-02
7.8200E-07,5.6659014285E-02
7.8300E-07,5.6547723353E-02
7.8400E-07,5.6514746249E-02
7.8500E-07,5.6435986578E-02
7.8600E-07,5.6411486685E-02
7.8700E-07,5.6345079005E-02
7.8800E-07,5.6318746150E-02
7.8900E-07,5.6236142218E-02
7.9000E-07,5.6191710532E-02
7.9100E-07,5.6097223818E-02
7.9200E-07,5.6080462992E-02
7.9300E-07,5.5957622588E-02
7.9400E-07,5.5937852919E-02
7.9500E-07,5.5875331938E-02
7.9600E-07,5.5836295187E-02
7.9700E-07,5.5742771208E-02
7.9800E-07,5.5733171999E-02
7.9900E-07,5.5649387896E-02
8.0000E-07,5.5618765414E-02
8.0100E-07,5.5552229941E-02
8.0200E-07,5.5490665972E-02
8.0300E-07,5.5410162032E-02
8.0400E-07,5.5347660601E-02
8.0500E-07,5.5296008646E-02
8.0600E-07,5.5258290827E-02
8.0700E-07,5.5171739161E-02
8.0800E-07,5.5136531889E-02
8.0900E-07,5.5078825533E-02
8.1000E-07,5.5029690802E-02
8.1100E-07,5.4997389853E-02
8.1200E-07,5.4954007685E-02
8.1300E-07,5.4874775946E-02
8.1400E-07,5.4852573931E-02
8.1500E-07,5.4766183913E-02
8.1600E-07,5.4749095976E-02
8.1700E-07,5.4660845816E-02
8.1800E-07,5.4621436656E-02
8.1900E-07,5.4545210898E-02
8.2000E-07,5.4500327170E-02
8.2100E-07,5.4451983035E-02
8.2200E-07,5.4403221667E-02
8.2300E-07,5.4320388854E-02
8.2400E-07,5.4294719279E-02
8.2500E-07,5.4221514285E-02
8.2600E-07,5.4221036971E-02
8.2700E-07,5.4142016470E-02
8.2800E-07,5.4111038268E-02
8.2900E-07,5.4042069495E-02
8.3000E-07,5.4013821661E-02
8.3100E-07,5.3940921366E-02
8.3200E-07,5.3912306845E-02
8.3300E-07,5.3846925318E-02
8.3400E-07,5.3785984576E-02
8.3500E-07,5.3719988406E-02
8.3600E-07,5.3721551478E-02
8.3700E-07,5.3641400874E-02
8.3800E-07,5.3626620352E-02
8.3900E-07,5.3565139353E-02
8.4000E-07,5.3485158980E-02
8.4100E-07,5.3428170741E-02
8.4200E-07,5.3365182459E-02
8.4300E-07,5.3324304640E-02
8.4400E-07,5.3284243166E-02
8.4500E-07,5.3245820105E-02
8.4600E-07,5.3148437560E-02
8.4700E-07,5.3110635817E-02
8.4800E-07,5.3024441779E-02
8.4900E-07,5.3003052294E-02
8.5000E-07,5.2924798548E-02
8.5100E-07,5.2874800265E-02
8.5200E-07,5.2812744677E-02
8.5300E-07,5.2762326777E-02
8.5400E-07,5.2732963145E-02
8.5500E-07,5.2665625632E-02
8.5600E-07,5.2627414286E-02
8.5700E-07,5.2539941847E-02
8.5800E-07,5.2509265482E-02
8.5900E-07,5.2468206465E-02
8.6000E-07,5.2404872954E-02
8.6100E-07,5.2328958094E-02
8.6200E-07,5.2325712264E-02
8.6300E-07,5.2234696925E-02
8.6400E-07,5.2183508456E-02
8.6500E-07,5.2143651545E-02
8.6600E-07,5.2075927317E-02
8.6700E-07,5.2035641730E-02
8.6800E-07,5.1975857794E-02
8.6900E-07,5.1902042925E-02
8.7000E-07,5.1885073721E-02
8.7100E-07,5.1852654517E-02
8.7200E-07,5.1784853995E-02
8.7300E-07,5.1745710433E-02
8.7400E-07,5.1692852557E-02
8.7500E-07,5.1644282877E-02
8.7600E-07,5.1619923651E-02
8.7700E-07,5.1545272887E-02
8.7800E-07,5.1468482554E-02
8.7900E-07,5.1384011805E-02
8.8000E-07,5.1359646857E-02
8.8100E-07,5.1293024123E-02
8.8200E-07,5.1268889964E-02
8.8300E-07,5.1206654131E-02
8.8400E-07,5.1129956305E-02
8.8500E-07,5.1088052332E-02
8.8600E-07,5.1048873007E-02
8.8700E-07,5.0966342986E-02
8.8800E-07,5.0965678275E-02
8.8900E-07,5.0889736712E-02
8.9000E-07,5.0882385314E-02
8.9100E-07,5.0792437613E-02
8.9200E-07,5.0751886904E-02
8.9300E-07,5.0689415514E-02
8.9400E-07,5.0662964404E-02
8.9500E-07,5.0600575030E-02
8.9600E-07,5.0532182753E-02
8.9700E-07,5.0479153693E-02
8.9800E-07,5.0441170275E-02
8.9900E-07,5.0395462096E-02
9.0000E-07,5.0350739539E-02
9.0100E-07,5.0302968562E-02
9.0200E-07,5.0268608630E-02
9.0300E-07,5.0221522391E-02
9.0400E-07,5.0154553950E-02
9.0500E-07,5.0103042662E-02
9.0600E-07,5.0072868884E-02
9.0700E-07,5.0004898608E-02
9.0800E-07,4.9987601340E-02
9.0900E-07,4.9889795840E-02
9.1000E-07,4.9871046126E-02
9.1100E-07,4.9797178328E-02
9.1200E-07,4.9753265917E-02
9.1300E-07,4.9689395010E-02
9.1400E-07,4.9646165907E-02
9.1500E-07,4.9624038756E-02
9.1600E-07,4.9585933745E-02
9.1700E-07,4.9546166956E-02
9.1800E-07,4.9495843470E-02
9.1900E-07,4.9452403605E-02
9.2000E-07,4.9378159106E-02
9.2100E-07,4.9357893527E-02
9.2200E-07,4.9302497447E-02
9.2300E-07,4.9264729083E-02
9.2400E-07,4.9205402434E-02
9.2500E-07,4.9170573771E-02
9.2600E-07,4.9115593016E-02
9.2700E-07,4.9040154994E-02
9.2800E-07,4.9015592158E-02
9.2900E-07,4.8993498862E-02
9.3000E-07,4.8952176154E-02
9.3100E-07,4.8874128401E-02
9.3200E-07,4.8825242102E-02
9.3300E-07,4.8801158488E-02
9.3400E-07,4.8758504450E-02
9.3500E-07,4.8705524504E-02
9.3600E-07,4.8655426562E-02
9.3700E-07,4.8610197604E-02
9.3800E-07,4.8559832633E-02
9.3900E-07,4.8481721461E-02
9.4000E-07,4.8447318614E-02
9.4100E-07,4.8401465476E-02
9.4200E-07,4.8354945719E-02
9.4300E-07,4.8315574229E-02
9.4400E-07,4.8264841139E-02
9.4500E-07,4.8234528124E-02
9.4600E-07,4.8197026789E-02
9.4700E-07,4.8121446192E-02
9.4800E-07,4.8090806067E-02
9.4900E-07,4.8058861315E-02
9.5000E-07,4.8034124911E-02
9.5100E-07,4.7975250781E-02
9.5200E-07,4.7940106928E-02
9.5300E-07,4.7891733229E-02
9.5400E-07,4.7834683955E-02
9.5500E-07,4.7783156455E-02
9.5600E-07,4.7725226939E-02
9.5700E-07,4.7668613017E-02
9.5800E-07,4.7650191367E-02
9.5900E-07,4.7553167880E-02
9.6000E-07,4.7530323088E-02
9.6100E-07,4.7448571742E-02
9.6200E-07,4.7401971400E-02
9.6300E-07,4.7370133936E-02
9.6400E-07,4.7314518034E-02
9.6500E-07,4.7272280753E-02
9.6600E-07,4.7246512473E-02
9.6700E-07,4.7146921217E-02
9.6800E-07,4.7133021414E-02
9.6900E-07,4.7072090685E-02
9.7000E-07,4.7065650046E-02
9.7100E-07,4.7004931986E-02
9.7200E-07,4.6959026873E-02
9.7300E-07,4.6882381976E-02
9.7400E-07,4.6839879572E-02
9.7500E-07,4.6830391943E-02
9.7600E-07,4.6761020720E-02
9.7700E-07,4.6745225966E-02
9.7800E-07,4.6694281161E-02
9.7900E-07,4.6658416331E-02
9.8000E-07,4.6601476252E-02
9.8100E-07,4.6537608206E-02
9.8200E-07,4.6498237669E-02
9.8300E-07,4.6471386015E-02
9.8400E-07,4.6419572890E-02
9.8500E-07,4.6366949141E-02
9.8600E-07,4.6328087866E-02
9.8700E-07,4.6294140875E-02
9.8800E-07,4.6255734503E-02
9.8900E-07,4.6209474623E-02
9.9000E-07,4.6161856234E-02
9.9100E-07,4.6120521128E-02
9.9200E-07,4.6068474352E-02
9.9300E-07,4.6027909815E-02
9.9400E-07,4.5977292597E-02
9.9500E-07,4.5909033835E-02
9.9600E-07,4.5875783026E-02
9.9700E-07,4.5804111063E-02
9.9800E-07,4.5766770422E-02
9.9900E-07,4.5729800761E-02
1.0000E-06,4.5675980151E-02
1.0010E-06,4.5672470629E-02
1.0020E-06,4.5579344332E-02
1.0030E-06,4.5564775050E-02
1.0040E-06,4.5479033053E-02
1.0050E-06,4.5471600115E-02
1.0060E-06,4.5427824080E-02
1.0070E-06,4.5369947493E-02
1.0080E-06,4.5335198462E-02
1.0090E-06,4.5287173331E-02
1.0100E-06,4.5231350958E-02
1.0110E-06,4.5192308486E-02
1.0120E-06,4.5170333922E-02
1.0130E-06,4.5137323916E-02
1.0140E-06,4.5075064242E-02
1.0150E-06,4.5040959895E-02
1.0160E-06,4.5003833830E-02
1.0170E-06,4.4964056551E-02
1.0180E-06,4.4911501467E-02
1.0190E-06,4.4870413363E-02
1.0200E-06,4.4837017119E-02
1.0210E-06,4.4797940314E-02
1.0220E-06,4.4756405413E-02
1.0230E-06,4.4701477587E-02
1.0240E-06,4.4687825263E-02
1.0250E-06,4.4646841586E-02
1.0260E-06,4.4618484557E-02
1.0270E-06,4.4576581061E-02
1.0280E-06,4.4494261324E-02
1.0290E-06,4.4482058585E-02
1.0300E-06,4.4427825511E-02
1.0310E-06,4.4400313437E-02
1.0320E-06,4.4355013907E-02
1.0330E-06,4.4303925574E-02
1.0340E-06,4.4251982749E-02
1.0350E-06,4.4203734934E-02
1.0360E-06,4.4161044657E-02
1.0370E-06,4.4115810454E-02
1.0380E-06,4.4076497614E-02
1.0390E-06,4.4071478903E-02
1.0400E-06,4.3996716082E-02
1.0410E-06,4.3940346301E-02
1.0420E-06,4.3926960528E-02
1.0430E-06,4.3867284834E-02
1.0440E-06,4.3818754256E-02
1.0450E-06,4.3782609046E-02
1.0460E-06,4.3776187479E-02
1.0470E-06,4.3727885306E-02
1.0480E-06,4.3698940337E-02
1.0490E-06,4.3646959364E-02
1.0500E-06,4.3633096755E-02
1.0510E-06,4.3586962759E-02
1.0520E-06,4.3537244856E-02
1.0530E-06,4.3517834723E-02
1.0540E-06,4.3502942622E-02
1.0550E-06,4.3424609244E-02
1.0560E-06,4.3407849371E-02
1.0570E-06,4.3338356078E-02
1.0580E-06,4.3319953024E-02
1.0590E-06,4.3259521067E-02
1.0600E-06,4.3226084292E-02
1.0610E-06,4.3162301123E-02
1.0620E-06,4.3122835219E-02
1.0630E-06,4.3101867259E-02
1.0640E-06,4.3038836539E-02
1.0650E-06,4.3044749320E-02
1.0660E-06,4.2989782870E-02
1.0670E-06,4.2958653986E-02
1.0680E-06,4.2926011145E-02
1.0690E-06,4.2885128558E-02
1.0700E-06,4.2864820063E-02
1.0710E-06,4.2815263808E-02
1.0720E-06,4.2787843764E-02
1.0730E-06,4.2707449019E-02
1.0740E-06,4.2685565531E-02
1.0750E-06,4.2606195033E-02
1.0760E-06,4.2635860026E-02
1.0770E-06,4.2525187075E-02
1.0780E-06,4.2532633841E-02
1.0790E-06,4.2469274580E-02
1.0800E-06,4.2441770136E-02
1.0810E-06,4.2418760359E-02
1.0820E-06,4.2367891371E-02
1.0830E-06,4.2303171217E-02
1.0840E-06,4.2303029120E-02
1.0850E-06,4.2232020915E-02
1.0860E-06,4.2221355498E-02
1.0870E-06,4.2133134902E-02
1.0880E-06,4.2139052451E-02
1.0890E-06,4.2070153773E-02
1.0900E-06,4.2016052306E-02
1.0910E-06,4.2007714331E-02
1.0920E-06,4.1968743861E-02
1.0930E-06,4.1916405737E-02
1.0940E-06,4.1894923747E-02
1.0950E-06,4.1841438830E-02
1.0960E-06,4.1830948889E-02
1.0970E-06,4.1764860213E-02
1.0980E-06,4.1758504927E-02
1.0990E-06,4.1704084933E-02
1.1000E-06,4.1693090975E-02
1.1010E-06,4.1624050200E-02
1.1020E-06,4.1595824301E-02
1.1030E-06,4.1555603564E-02
1.1040E-06,4.1499974310E-02
1.1050E-06,4.1450335085E-02
1.1060E-06,4.1416507781E-02
1.1070E-06,4.1385746062E-02
1.1080E-06,4.1342561781E-02
1.1090E-06,4.1298885405E-02
1.1100E-06,4.1248457491E-02
1.1110E-06,4.1223762572E-02
1.1120E-06,4.1194148123E-02
1.1130E-06,4.1161065161E-02
1.1140E-06,4.1120432913E-02
1.1150E-06,4.1072187006E-02
1.1160E-06,4.1058839858E-02
1.1170E-06,4.0982039511E-02
1.1180E-06,4.0980076373E-02
1.1190E-06,4.0902147830E-02
1.1200E-06,4.0896041453E-02
1.1210E-06,4.0867531836E-02
1.1220E-06,4.0840375006E-02
1.1230E-06,4.0788231432E-02
1.1240E-06,4.0764905512E-02
1.1250E-06,4.0708412707E-02
1.1260E-06,4.0672775328E-02
1.1270E-06,4.0631423056E-02
1.1280E-06,4.0602904379E-02
1.1290E-06,4.0562681258E-02
1.1300E-06,4.0539512217E-02
1.1310E-06,4.0477650225E-02
1.1320E-06,4.0453643858E-02
1.1330E-06,4.0387532771E-02
1.1340E-06,4.0407725871E-02
1.1350E-06,4.0319339335E-02
1.1360E-06,4.0339037001E-02
1.1370E-06,4.0277680457E-02
1.1380E-06,4.0264734805E-02
1.1390E-06,4.0200406134E-02
1.1400E-06,4.0154033244E-02
1.1410E-06,4.0105098307E-02
1.1420E-06,4.0088496745E-02
1.1430E-06,4.0062192023E-02
1.1440E-06,3.9996059954E-02
1.1450E-06,3.9967574179E-02
1.1460E-06,3.9939900935E-02
1.1470E-06,3.9885862887E-02
1.1480E-06,3.9849583685E-02
1.1490E-06,3.9810246050E-02
1.1500E-06,3.9780065119E-02
1.1510E-06,3.9731967509E-02
1.1520E-06,3.9723156035E-02
1.1530E-06,3.9672118247E-02
1.1540E-06,3.9632782042E-02
1.1550E-06,3.9595935881E-02
1.1560E-06,3.9559296668E-02
1.1570E-06,3.9503252089E-02
1.1580E-06,3.9496486247E-02
1.1590E-06,3.9440590918E-02
1.1600E-06,3.9394737303E-02
1.1610E-06,3.9403047621E-02
1.1620E-06,3.9349273264E-02
1.1630E-06,3.9325299323E-02
1.1640E-06,3.9285949290E-02
1.1650E-06,3.9250749171E-02
1.1660E-06,3.9241015971E-02
1.1670E-06,3.9151772559E-02
1.1680E-06,3.9155129492E-02
1.1690E-06,3.9100145876E-02
1.1700E-06,3.9036443770E-02
1.1710E-06,3.9037940085E-02
1.1720E-06,3.8958735049E-02
1.1730E-06,3.8973832190E-02
1.1740E-06,3.8922777236E-02
1.1750E-06,3.8908110201E-02
1.1760E-06,3.8844602168E-02
1.1770E-06,3.8806517184E-02
1.1780E-06,3.8798051894E-02
1.1790E-06,3.8766494334E-02
1.1800E-06,3.8751193106E-02
1.1810E-06,3.8701469004E-02
1.1820E-06,3.8654888690E-02
1.1830E-06,3.8621174872E-02
1.1840E-06,3.8621403754E-02
1.1850E-06,3.8563649714E-02
1.1860E-06,3.8532697737E-02
1.1870E-06,3.8511509001E-02
1.1880E-06,3.8493680060E-02
1.1890E-06,3.8444253504E-02
1.1900E-06,3.8414673865E-02
1.1910E-06,3.8341688216E-02
1.1920E-06,3.8334577620E-02
1.1930E-06,3.8277985156E-02
1.1940E-06,3.8273139536E-02
1.1950E-06,3.8206242144E-02
1.1960E-06,3.8197387278E-02
1.1970E-06,3.8122220576E-02
