in s,CH2 in V
-3.3700E-07,1.9485116601E-03
-3.3600E-07,1.9342828393E-03
-3.3500E-07,1.9278917909E-03
-3.3400E-07,1.9419527650E-03
-3.3300E-07,1.9450526834E-03
-3.3200E-07,1.9468637109E-03
-3.3100E-07,1.9273238778E-03
-3.3000E-07,1.9360619187E-03
-3.2900E-07,1.9507504106E-03
-3.2800E-07,1.9475217462E-03
-3.2700E-07,1.9378181100E-03
-3.2600E-07,1.9502063394E-03
-3.2500E-07,1.9248071313E-03
-3.2400E-07,1.9516277909E-03
-3.2300E-07,1.9498162866E-03
-3.2200E-07,1.9485998750E-03
-3.2100E-07,1.9687519670E-03
-3.2000E-07,1.9608340859E-03
-3.1900E-07,1.9519134164E-03
-3.1800E-07,1.9476237893E-03
-3.1700E-07,1.9509282708E-03
-3.1600E-07,1.9548912644E-03
-3.1500E-07,1.9528122544E-03
-3.1400E-07,1.9528284669E-03
-3.1300E-07,1.9791079164E-03
-3.1200E-07,1.9816165566E-03
-3.1100E-07,1.9859562516E-03
-3.1000E-07,1.9982891679E-03
-3.0900E-07,1.9698224664E-03
-3.0800E-07,1.9998465180E-03
-3.0700E-07,1.9806690812E-03
-3.0600E-07,1.9956932664E-03
-3.0500E-07,1.9900594354E-03
-3.0400E-07,2.0065842271E-03
-3.0300E-07,2.0069127679E-03
-3.0200E-07,2.0085039735E-03
-3.0100E-07,2.0240307450E-03
-3.0000E-07,2.0195961595E-03
-2.9900E-07,2.0105438828E-03
-2.9800E-07,2.0371614099E-03
-2.9700E-07,2.0557132363E-03
-2.9600E-07,2.0336547494E-03
-2.9500E-07,2.0508199334E-03
-2.9400E-07,2.0569506288E-03
-2.9300E-07,2.0626659989E-03
-2.9200E-07,2.0653081536E-03
-2.9100E-07,2.0890365243E-03
-2.9000E-07,2.0761142373E-03
-2.8900E-07,2.0698290467E-03
-2.8800E-07,2.0945630670E-03
-2.8700E-07,2.1017799973E-03
-2.8600E-07,2.0931449533E-03
-2.8500E-07,2.1091695428E-03
-2.8400E-07,2.1146436334E-03
-2.8300E-07,2.1125012040E-03
-2.8200E-07,2.1508918405E-03
-2.8100E-07,2.1405668855E-03
-2.8000E-07,2.1510444283E-03
-2.7900E-07,2.1543360353E-03
-2.7800E-07,2.1593857408E-03
-2.7700E-07,2.1568008065E-03
-2.7600E-07,2.1724968553E-03
-2.7500E-07,2.1876769662E-03
-2.7400E-07,2.1953454614E-03
-2.7300E-07,2.1916165948E-03
-2.7200E-07,2.2167845368E-03
-2.7100E-07,2.2260661721E-03
-2.7000E-07,2.2112031579E-03
-2.6900E-07,2.2301717401E-03
-2.6800E-07,2.2480526567E-03
-2.6700E-07,2.2408228517E-03
-2.6600E-07,2.2761235833E-03
-2.6500E-07,2.2991743684E-03
-2.6400E-07,2.2976394296E-03
-2.6300E-07,2.3232889771E-03
-2.6200E-07,2.3162036538E-03
-2.6100E-07,2.3358026147E-03
-2.6000E-07,2.3413229585E-03
-2.5900E-07,2.3491621614E-03
-2.5800E-07,2.3738351464E-03
-2.5700E-07,2.4099856019E-03
-2.5600E-07,2.3940258622E-03
-2.5500E-07,2.4222226739E-03
-2.5400E-07,2.4406376481E-03
-2.5300E-07,2.4571934342E-03
-2.5200E-07,2.4613638520E-03
-2.5100E-07,2.4678946137E-03
-2.5000E-07,2.5082326531E-03
-2.4900E-07,2.5231104493E-03
-2.4800E-07,2.5246992707E-03
-2.4700E-07,2.5474830270E-03
-2.4600E-07,2.5630198121E-03
-2.4500E-07,2.5541554093E-03
-2.4400E-07,2.5954189897E-03
-2.4300E-07,2.6079187989E-03
-2.4200E-07,2.6349111199E-03
-2.4100E-07,2.6527577043E-03
-2.4000E-07,2.6699753404E-03
-2.3900E-07,2.6757622361E-03
-2.3800E-07,2.7184496522E-03
-2.3700E-07,2.7383070588E-03
-2.3600E-07,2.7693043351E-03
-2.3500E-07,2.7847204804E-03
-2.3400E-07,2.8171692491E-03
-2.3300E-07,2.8420038819E-03
-2.3200E-07,2.8699026704E-03
-2.3100E-07,2.9056807160E-03
-2.3000E-07,2.9188690782E-03
-2.2900E-07,2.9411564469E-03
-2.2800E-07,2.9696303010E-03
-2.2700E-07,2.9901033044E-03
-2.2600E-07,3.0398216844E-03
-2.2500E-07,3.0339599252E-03
-2.2400E-07,3.0780554414E-03
-2.2300E-07,3.1438165307E-03
-2.2200E-07,3.1410608888E-03
-2.2100E-07,3.1883168817E-03
-2.2000E-07,3.2383895516E-03
-2.1900E-07,3.2640901208E-03
-2.1800E-07,3.3022113442E-03
-2.1700E-07,3.3201733232E-03
-2.1600E-07,3.3710742593E-03
-2.1500E-07,3.3928719163E-03
-2.1400E-07,3.4356966615E-03
-2.1300E-07,3.4872761369E-03
-2.1200E-07,3.5241180062E-03
-2.1100E-07,3.5777888894E-03
-2.1000E-07,3.5911093354E-03
-2.0900E-07,3.6464625001E-03
-2.0800E-07,3.6911745667E-03
-2.0700E-07,3.7296333909E-03
-2.0600E-07,3.8052940965E-03
-2.0500E-07,3.8229151368E-03
-2.0400E-07,3.8857808709E-03
-2.0300E-07,3.9427023530E-03
-2.0200E-07,3.9907651544E-03
-2.0100E-07,4.0294442773E-03
-2.0000E-07,4.0793066621E-03
-1.9900E-07,4.1517148614E-03
-1.9800E-07,4.2326198220E-03
-1.9700E-07,4.2746224999E-03
-1.9600E-07,4.3518581986E-03
-1.9500E-07,4.4040647149E-03
-1.9400E-07,4.4875426888E-03
-1.9300E-07,4.5256457925E-03
-1.9200E-07,4.6289401650E-03
-1.9100E-07,4.6683397889E-03
-1.9000E-07,4.7399168611E-03
-1.8900E-07,4.8203111291E-03
-1.8800E-07,4.8940930963E-03
-1.8700E-07,4.9697466493E-03
-1.8600E-07,5.0238104463E-03
-1.8500E-07,5.1180444360E-03
-1.8400E-07,5.1915107369E-03
-1.8300E-07,5.2879667878E-03
-1.8200E-07,5.3735180497E-03
-1.8100E-07,5.4428282380E-03
-1.8000E-07,5.5562859178E-03
-1.7900E-07,5.6378160119E-03
-1.7800E-07,5.7381697297E-03
-1.7700E-07,5.8399363160E-03
-1.7600E-07,5.9277697206E-03
-1.7500E-07,6.0131536126E-03
-1.7400E-07,6.1012006402E-03
-1.7300E-07,6.2224498391E-03
-1.7200E-07,6.3027268052E-03
-1.7100E-07,6.4127569795E-03
-1.7000E-07,6.5178876519E-03
-1.6900E-07,6.6611843705E-03
-1.6800E-07,6.7501993775E-03
-1.6700E-07,6.8683171868E-03
-1.6600E-07,6.9860139489E-03
-1.6500E-07,7.1002832055E-03
-1.6400E-07,7.2350350022E-03
-1.6300E-07,7.3652105927E-03
-1.6200E-07,7.5288344026E-03
-1.6100E-07,7.6478300691E-03
-1.6000E-07,7.7894421220E-03
-1.5900E-07,7.9253755212E-03
-1.5800E-07,8.0608406663E-03
-1.5700E-07,8.2099080682E-03
-1.5600E-07,8.3496180177E-03
-1.5500E-07,8.5019202828E-03
-1.5400E-07,8.6608124375E-03
-1.5300E-07,8.8628903031E-03
-1.5200E-07,8.9910178781E-03
-1.5100E-07,9.1879292130E-03
-1.5000E-07,9.3388109803E-03
-1.4900E-07,9.5233259797E-03
-1.4800E-07,9.6903019547E-03
-1.4700E-07,9.8824620843E-03
-1.4600E-07,1.0080234110E-02
-1.4500E-07,1.0265452921E-02
-1.4400E-07,1.0465826571E-02
-1.4300E-07,1.0685758650E-02
-1.4200E-07,1.0852250159E-02
-1.4100E-07,1.1068804801E-02
-1.4000E-07,1.1278675616E-02
-1.3900E-07,1.1493634760E-02
-1.3800E-07,1.1695609629E-02
-1.3700E-07,1.1935010970E-02
-1.3600E-07,1.2159446776E-02
-1.3500E-07,1.2388180792E-02
-1.3400E-07,1.2612177908E-02
-1.3300E-07,1.2867233336E-02
-1.3200E-07,1.3141685069E-02
-1.3100E-07,1.3370332301E-02
-1.3000E-07,1.3623269618E-02
-1.2900E-07,1.3898661196E-02
-1.2800E-07,1.4157741129E-02
-1.2700E-07,1.4417971194E-02
-1.2600E-07,1.4704710066E-02
-1.2500E-07,1.4984022200E-02
-1.2400E-07,1.5286904871E-02
-1.2300E-07,1.5571934760E-02
-1.2200E-07,1.5870000899E-02
-1.2100E-07,1.6194994509E-02
-1.2000E-07,1.6522077143E-02
-1.1900E-07,1.6851462424E-02
-1.1800E-07,1.7195233405E-02
-1.1700E-07,1.7526420653E-02
-1.1600E-07,1.7889572203E-02
-1.1500E-07,1.8232452929E-02
-1.1400E-07,1.8613709509E-02
-1.1300E-07,1.8961731493E-02
-1.1200E-07,1.9354354918E-02
-1.1100E-07,1.9722102225E-02
-1.1000E-07,2.0095700324E-02
-1.0900E-07,2.0507566512E-02
-1.0800E-07,2.0892972052E-02
-1.0700E-07,2.1313504755E-02
-1.0600E-07,2.1750741541E-02
-1.0500E-07,2.2167124331E-02
-1.0400E-07,2.2599348128E-02
-1.0300E-07,2.3037430346E-02
-1.0200E-07,2.3471192896E-02
-1.0100E-07,2.3928429186E-02
-1.0000E-07,2.4388888419E-02
-9.9000E-08,2.4843958437E-02
-9.8000E-08,2.5332985461E-02
-9.7000E-08,2.5808434069E-02
-9.6000E-08,2.6297425807E-02
-9.5000E-08,2.6813781321E-02
-9.4000E-08,2.7307582438E-02
-9.3000E-08,2.7840445578E-02
-9.2000E-08,2.8390005171E-02
-9.1000E-08,2.8926460803E-02
-9.0000E-08,2.9480657637E-02
-8.9000E-08,3.0045264304E-02
-8.8000E-08,3.0602490485E-02
-8.7000E-08,3.1138660014E-02
-8.6000E-08,3.1785596907E-02
-8.5000E-08,3.2354951441E-02
-8.4000E-08,3.2959910452E-02
-8.3000E-08,3.3543458998E-02
-8.2000E-08,3.4197016776E-02
-8.1000E-08,3.4801912367E-02
-8.0000E-08,3.5402041495E-02
-7.9000E-08,3.6029551566E-02
-7.8000E-08,3.6691420138E-02
-7.7000E-08,3.7312473357E-02
-7.6000E-08,3.7982111990E-02
-7.5000E-08,3.8639864504E-02
-7.4000E-08,3.9287363112E-02
-7.3000E-08,3.9956956446E-02
-7.2000E-08,4.0643598616E-02
-7.1000E-08,4.1272836268E-02
-7.0000E-08,4.1975663245E-02
-6.9000E-08,4.2674679816E-02
-6.8000E-08,4.3394816458E-02
-6.7000E-08,4.4044934809E-02
-6.6000E-08,4.4714002192E-02
-6.5000E-08,4.5435832560E-02
-6.4000E-08,4.6100939810E-02
-6.3000E-08,4.6767311633E-02
-6.2000E-08,4.7458926260E-02
-6.1000E-08,4.8141367972E-02
-6.0000E-08,4.8830400050E-02
-5.9000E-08,4.9474522650E-02
-5.8000E-08,5.0172063887E-02
-5.7000E-08,5.0874623835E-02
-5.6000E-08,5.1525925219E-02
-5.5000E-08,5.2233956397E-02
-5.4000E-08,5.2885803759E-02
-5.3000E-08,5.3539675295E-02
-5.2000E-08,5.4236938059E-02
-5.1000E-08,5.4888261855E-02
-5.0000E-08,5.5534884036E-02
-4.9000E-08,5.6195602000E-02
-4.8000E-08,5.6793738425E-02
-4.7000E-08,5.7454805911E-02
-4.6000E-08,5.8076129496E-02
-4.5000E-08,5.8733942568E-02
-4.4000E-08,5.9346532881E-02
-4.3000E-08,5.9969975054E-02
-4.2000E-08,6.0577462256E-02
-4.1000E-08,6.1199118674E-02
-4.0000E-08,6.1796725810E-02
-3.9000E-08,6.2387435019E-02
-3.8000E-08,6.3011457503E-02
-3.7000E-08,6.3568313658E-02
-3.6000E-08,6.4186566412E-02
-3.5000E-08,6.4744165003E-02
-3.4000E-08,6.5322487414E-02
-3.3000E-08,6.5901598990E-02
-3.2000E-08,6.6475249827E-02
-3.1000E-08,6.7031406939E-02
-3.0000E-08,6.7583287776E-02
-2.9000E-08,6.8139014304E-02
-2.8000E-08,6.8661324561E-02
-2.7000E-08,6.9203939021E-02
-2.6000E-08,6.9736960948E-02
-2.5000E-08,7.0265172064E-02
-2.4000E-08,7.0802433550E-02
-2.3000E-08,7.1322412074E-02
-2.2000E-08,7.1819314539E-02
-2.1000E-08,7.2297404349E-02
-2.0000E-08,7.2837179720E-02
-1.9000E-08,7.3307882845E-02
-1.8000E-08,7.3830124438E-02
-1.7000E-08,7.4309901297E-02
-1.6000E-08,7.4814101756E-02
-1.5000E-08,7.5280404150E-02
-1.4000E-08,7.5756935656E-02
-1.3000E-08,7.6266540110E-02
-1.2000E-08,7.6772757113E-02
-1.1000E-08,7.7216497481E-02
-1.0000E-08,7.7738019526E-02
-9.0000E-09,7.8147445738E-02
-8.0000E-09,7.8651006281E-02
-7.0000E-09,7.9111690581E-02
-6.0000E-09,7.9577237666E-02
-5.0000E-09,7.9970199645E-02
-4.0000E-09,8.0432231486E-02
-3.0000E-09,8.0852615416E-02
-2.0000E-09,8.1303015769E-02
-1.0000E-09,8.1732304156E-02
1.0070E-21,8.2287119925E-02
1.0000E-09,8.2753745139E-02
2.0000E-09,8.3130921900E-02
3.0000E-09,8.3526756823E-02
4.0000E-09,8.3910480082E-02
5.0000E-09,8.4288710177E-02
6.0000E-09,8.4625761569E-02
7.0000E-09,8.4946735442E-02
8.0000E-09,8.5268774569E-02
9.0000E-09,8.5601243079E-02
1.0000E-08,8.5920397818E-02
1.1000E-08,8.6218380988E-02
1.2000E-08,8.6524066985E-02
1.3000E-08,8.6860037863E-02
1.4000E-08,8.7159927428E-02
1.5000E-08,8.7452848494E-02
1.6000E-08,8.7729692996E-02
1.7000E-08,8.8021806300E-02
1.8000E-08,8.8291502535E-02
1.9000E-08,8.8610836565E-02
2.0000E-08,8.8889436305E-02
2.1000E-08,8.9139770091E-02
2.2000E-08,8.9421924174E-02
2.3000E-08,8.9688784659E-02
2.4000E-08,8.9977711260E-02
2.5000E-08,9.0200365603E-02
2.6000E-08,9.0482639372E-02
2.7000E-08,9.0713551581E-02
2.8000E-08,9.0953173697E-02
2.9000E-08,9.1235058367E-02
3.0000E-08,9.1455120146E-02
3.1000E-08,9.1721979201E-02
3.2000E-08,9.1980261385E-02
3.3000E-08,9.2209141314E-02
3.4000E-08,9.2391704619E-02
3.5000E-08,9.2601121962E-02
3.6000E-08,9.2818059981E-02
3.7000E-08,9.3034264624E-02
3.8000E-08,9.3238627970E-02
3.9000E-08,9.3436986506E-02
4.0000E-08,9.3641777098E-02
4.1000E-08,9.3883895457E-02
4.2000E-08,9.4072613776E-02
4.3000E-08,9.4297618926E-02
4.4000E-08,9.4479242861E-02
4.5000E-08,9.4691933692E-02
4.6000E-08,9.4837833941E-02
4.7000E-08,9.5032231390E-02
4.8000E-08,9.5198395789E-02
4.9000E-08,9.5368196070E-02
5.0000E-08,9.5544006884E-02
5.1000E-08,9.5720887721E-02
5.2000E-08,9.5902985632E-02
5.3000E-08,9.6017515719E-02
5.4000E-08,9.6228594363E-02
5.5000E-08,9.6388506472E-02
5.6000E-08,9.6518191874E-02
5.7000E-08,9.6666513026E-02
5.8000E-08,9.6837332785E-02
5.9000E-08,9.6980427802E-02
6.0000E-08,9.7113579810E-02
6.1000E-08,9.7244794905E-02
6.2000E-08,9.7379667342E-02
6.3000E-08,9.7528514922E-02
6.4000E-08,9.7660044730E-02
6.5000E-08,9.7787417948E-02
6.6000E-08,9.7930205882E-02
6.7000E-08,9.8058413088E-02
6.8000E-08,9.8173015177E-02
6.9000E-08,9.8280500948E-02
7.0000E-08,9.8414388716E-02
7.1000E-08,9.8496032298E-02
7.2000E-08,9.8623992503E-02
7.3000E-08,9.8704864085E-02
7.4000E-08,9.8827643931E-02
7.5000E-08,9.8896691382E-02
7.6000E-08,9.9002624571E-02
7.7000E-08,9.9086053908E-02
7.8000E-08,9.9211002886E-02
7.9000E-08,9.9264491618E-02
8.0000E-08,9.9353131831E-02
8.1000E-08,9.9435927451E-02
8.2000E-08,9.9518703043E-02
8.3000E-08,9.9576249659E-02
8.4000E-08,9.9683384955E-02
8.5000E-08,9.9754815638E-02
8.6000E-08,9.9868113101E-02
8.7000E-08,9.9921791613E-02
8.8000E-08,9.9991957724E-02
8.9000E-08,1.0003448778E-01
9.0000E-08,1.0009804159E-01
9.1000E-08,1.0016136843E-01
9.2000E-08,1.0023002535E-01
9.3000E-08,1.0027229124E-01
9.4000E-08,1.0033799607E-01
9.5000E-08,1.0041280800E-01
9.6000E-08,1.0044221312E-01
9.7000E-08,1.0049942642E-01
9.8000E-08,1.0056044251E-01
9.9000E-08,1.0060014158E-01
1.0000E-07,1.0067266613E-01
1.0100E-07,1.0075088459E-01
1.0200E-07,1.0077745157E-01
1.0300E-07,1.0084929949E-01
1.0400E-07,1.0088409573E-01
1.0500E-07,1.0091907507E-01
1.0600E-07,1.0095888525E-01
1.0700E-07,1.0098034245E-01
1.0800E-07,1.0104279286E-01
1.0900E-07,1.0106996971E-01
1.1000E-07,1.0113433748E-01
1.1100E-07,1.0112680203E-01
1.1200E-07,1.0116092831E-01
1.1300E-07,1.0118347317E-01
1.1400E-07,1.0123332745E-01
1.1500E-07,1.0121600825E-01
1.1600E-07,1.0126073366E-01
1.1700E-07,1.0129532391E-01
1.1800E-07,1.0127584511E-01
1.1900E-07,1.0133824402E-01
1.2000E-07,1.0132262474E-01
1.2100E-07,1.0127423245E-01
1.2200E-07,1.0133103949E-01
1.2300E-07,1.0130166394E-01
1.2400E-07,1.0133227736E-01
1.2500E-07,1.0131494814E-01
1.2600E-07,1.0133090597E-01
1.2700E-07,1.0133482081E-01
1.2800E-07,1.0135653788E-01
1.2900E-07,1.0138059574E-01
1.3000E-07,1.0138810879E-01
1.3100E-07,1.0137858874E-01
1.3200E-07,1.0136130196E-01
1.3300E-07,1.0136875635E-01
1.3400E-07,1.0136919743E-01
1.3500E-07,1.0134983307E-01
1.3600E-07,1.0133523804E-01
1.3700E-07,1.0132572800E-01
1.3800E-07,1.0132557303E-01
1.3900E-07,1.0132755524E-01
1.4000E-07,1.0133301359E-01
1.4100E-07,1.0131376606E-01
1.4200E-07,1.0130356318E-01
1.4300E-07,1.0126360279E-01
1.4400E-07,1.0124058396E-01
1.4500E-07,1.0124531323E-01
1.4600E-07,1.0123548037E-01
1.4700E-07,1.0120798355E-01
1.4800E-07,1.0118776995E-01
1.4900E-07,1.0120869547E-01
1.5000E-07,1.0117944485E-01
1.5100E-07,1.0117597538E-01
1.5200E-07,1.0112551218E-01
1.5300E-07,1.0112914234E-01
1.5400E-07,1.0109915406E-01
1.5500E-07,1.0106799275E-01
1.5600E-07,1.0100977570E-01
1.5700E-07,1.0100503165E-01
1.5800E-07,1.0099651390E-01
1.5900E-07,1.0098081404E-01
1.6000E-07,1.0096558529E-01
1.6100E-07,1.0091546828E-01
1.6200E-07,1.0089864260E-01
1.6300E-07,1.0087869126E-01
1.6400E-07,1.0083454949E-01
1.6500E-07,1.0082210451E-01
1.6600E-07,1.0075150973E-01
1.6700E-07,1.0073327881E-01
1.6800E-07,1.0068676573E-01
1.6900E-07,1.0063162476E-01
1.7000E-07,1.0063921362E-01
1.7100E-07,1.0058325678E-01
1.7200E-07,1.0052516943E-01
1.7300E-07,1.0051427132E-01
1.7400E-07,1.0045014721E-01
1.7500E-07,1.0041835934E-01
1.7600E-07,1.0040076786E-01
1.7700E-07,1.0031694990E-01
1.7800E-07,1.0030098444E-01
1.7900E-07,1.0026322752E-01
1.8000E-07,1.0020318180E-01
1.8100E-07,1.0015582186E-01
1.8200E-07,1.0011698538E-01
1.8300E-07,1.0009319979E-01
1.8400E-07,1.0002221733E-01
1.8500E-07,9.9996065676E-02
1.8600E-07,9.9929406703E-02
1.8700E-07,9.9886964858E-02
1.8800E-07,9.9829278529E-02
1.8900E-07,9.9802911818E-02
1.9000E-07,9.9735696375E-02
1.9100E-07,9.9679784834E-02
1.9200E-07,9.9654260218E-02
1.9300E-07,9.9578404963E-02
1.9400E-07,9.9548144400E-02
1.9500E-07,9.9501662314E-02
1.9600E-07,9.9455779135E-02
1.9700E-07,9.9397504389E-02
1.9800E-07,9.9365301192E-02
1.9900E-07,9.9318483889E-02
2.0000E-07,9.9265401900E-02
2.0100E-07,9.9218597472E-02
2.0200E-07,9.9168694556E-02
2.0300E-07,9.9097934783E-02
2.0400E-07,9.9024748862E-02
2.0500E-07,9.8946068823E-02
2.0600E-07,9.8906816065E-02
2.0700E-07,9.8825765193E-02
2.0800E-07,9.8747912943E-02
2.0900E-07,9.8680646956E-02
2.1000E-07,9.8649126112E-02
2.1100E-07,9.8589858115E-02
2.1200E-07,9.8498606265E-02
2.1300E-07,9.8470125735E-02
2.1400E-07,9.8403095782E-02
2.1500E-07,9.8346236765E-02
2.1600E-07,9.8250228941E-02
2.1700E-07,9.8155347884E-02
2.1800E-07,9.8111914694E-02
2.1900E-07,9.8061966479E-02
2.2000E-07,9.7986354411E-02
2.2100E-07,9.7922355235E-02
2.2200E-07,9.7875510275E-02
2.2300E-07,9.7809051096E-02
2.2400E-07,9.7750363886E-02
2.2500E-07,9.7684739649E-02
2.2600E-07,9.7658485472E-02
2.2700E-07,9.7560050070E-02
2.2800E-07,9.7539101183E-02
2.2900E-07,9.7433345377E-02
2.3000E-07,9.7393518984E-02
2.3100E-07,9.7317120612E-02
2.3200E-07,9.7248668730E-02
2.3300E-07,9.7157630026E-02
2.3400E-07,9.7092684805E-02
2.3500E-07,9.7017593443E-02
2.3600E-07,9.6977477610E-02
2.3700E-07,9.6913001597E-02
2.3800E-07,9.6835285723E-02
2.3900E-07,9.6754706442E-02
2.4000E-07,9.6707761824E-02
2.4100E-07,9.6602988780E-02
2.4200E-07,9.6553637087E-02
2.4300E-07,9.6437858164E-02
2.4400E-07,9.6394569933E-02
2.4500E-07,9.6302507937E-02
2.4600E-07,9.6246205389E-02
2.4700E-07,9.6172529280E-02
2.4800E-07,9.6091521323E-02
2.4900E-07,9.6021405756E-02
2.5000E-07,9.5976728976E-02
2.5100E-07,9.5875658572E-02
2.5200E-07,9.5818223536E-02
2.5300E-07,9.5735720694E-02
2.5400E-07,9.5666600764E-02
2.5500E-07,9.5571847022E-02
2.5600E-07,9.5539156497E-02
2.5700E-07,9.5449263632E-02
2.5800E-07,9.5364355624E-02
2.5900E-07,9.5296849787E-02
2.6000E-07,9.5250006258E-02
2.6100E-07,9.5163287222E-02
2.6200E-07,9.5112884104E-02
2.6300E-07,9.5061261237E-02
2.6400E-07,9.4976767600E-02
2.6500E-07,9.4902020037E-02
2.6600E-07,9.4818202078E-02
2.6700E-07,9.4715099871E-02
2.6800E-07,9.4652183115E-02
2.6900E-07,9.4549249709E-02
2.7000E-07,9.4536828101E-02
2.7100E-07,9.4452541888E-02
2.7200E-07,9.4372916758E-02
2.7300E-07,9.4265061915E-02
2.7400E-07,9.4205744326E-02
2.7500E-07,9.4120347083E-02
2.7600E-07,9.4069678366E-02
2.7700E-07,9.3952302516E-02
2.7800E-07,9.3857532561E-02
2.7900E-07,9.3793202937E-02
2.8000E-07,9.3727277815E-02
2.8100E-07,9.3651219428E-02
2.8200E-07,9.3573779166E-02
2.8300E-07,9.3520811617E-02
2.8400E-07,9.3416587412E-02
2.8500E-07,9.3320103228E-02
2.8600E-07,9.3234758914E-02
2.8700E-07,9.3185643256E-02
2.8800E-07,9.3101026595E-02
2.8900E-07,9.3012742579E-02
2.9000E-07,9.2937837183E-02
2.9100E-07,9.2860445559E-02
2.9200E-07,9.2778035223E-02
2.9300E-07,9.2699067652E-02
2.9400E-07,9.2617493689E-02
2.9500E-07,9.2484776556E-02
2.9600E-07,9.2410246432E-02
2.9700E-07,9.2318537295E-02
2.9800E-07,9.2254607260E-02
2.9900E-07,9.2167925417E-02
3.0000E-07,9.2080414832E-02
3.0100E-07,9.1992120326E-02
3.0200E-07,9.1934125483E-02
3.0300E-07,9.1827127516E-02
3.0400E-07,9.1761062205E-02
3.0500E-07,9.1665041983E-02
3.0600E-07,9.1584736407E-02
3.0700E-07,9.1500864565E-02
3.0800E-07,9.1421919882E-02
3.0900E-07,9.1354016840E-02
3.1000E-07,9.1266927779E-02
3.1100E-07,9.1165648520E-02
3.1200E-07,9.1091850817E-02
3.1300E-07,9.1028572142E-02
3.1400E-07,9.0911339343E-02
3.1500E-07,9.0869563162E-02
3.1600E-07,9.0765915453E-02
3.1700E-07,9.0700700819E-02
3.1800E-07,9.0631884634E-02
3.1900E-07,9.0519874632E-02
3.2000E-07,9.0464078963E-02
3.2100E-07,9.0371506274E-02
3.2200E-07,9.0329739630E-02
3.2300E-07,9.0217025340E-02
3.2400E-07,9.0158628523E-02
3.2500E-07,9.0057397425E-02
3.2600E-07,9.0005517066E-02
3.2700E-07,8.9891399920E-02
3.2800E-07,8.9829721034E-02
3.2900E-07,8.9694400847E-02
3.3000E-07,8.9647951186E-02
3.3100E-07,8.9555309832E-02
3.3200E-07,8.9502357543E-02
3.3300E-07,8.9375086367E-02
3.3400E-07,8.9323043406E-02
3.3500E-07,8.9203263819E-02
3.3600E-07,8.9128855288E-02
3.3700E-07,8.9034850180E-02
3.3800E-07,8.8978483260E-02
3.3900E-07,8.8875258505E-02
3.4000E-07,8.8791160166E-02
3.4100E-07,8.8688217223E-02
3.4200E-07,8.8628120482E-02
3.4300E-07,8.8527464926E-02
3.4400E-07,8.8425802290E-02
3.4500E-07,8.8348414004E-02
3.4600E-07,8.8270552218E-02
3.4700E-07,8.8202458918E-02
3.4800E-07,8.8117138922E-02
3.4900E-07,8.8034587920E-02
3.5000E-07,8.7974756777E-02
3.5100E-07,8.7836551249E-02
3.5200E-07,8.7784804881E-02
3.5300E-07,8.7682001650E-02
3.5400E-07,8.7577189982E-02
3.5500E-07,8.7490448058E-02
3.5600E-07,8.7378001273E-02
3.5700E-07,8.7300928175E-02
3.5800E-07,8.7221194804E-02
3.5900E-07,8.7157667696E-02
3.6000E-07,8.7064714968E-02
3.6100E-07,8.6948143065E-02
3.6200E-07,8.6885836661E-02
3.6300E-07,8.6806337893E-02
3.6400E-07,8.6721236765E-02
3.6500E-07,8.6629926741E-02
3.6600E-07,8.6541008055E-02
3.6700E-07,8.6482478678E-02
3.6800E-07,8.6391510069E-02
3.6900E-07,8.6285958350E-02
3.7000E-07,8.6194223464E-02
3.7100E-07,8.6113011897E-02
3.7200E-07,8.6022414744E-02
3.7300E-07,8.5937596381E-02
3.7400E-07,8.5874009669E-02
3.7500E-07,8.5783669531E-02
3.7600E-07,8.5692146361E-02
3.7700E-07,8.5630483210E-02
3.7800E-07,8.5551387370E-02
3.7900E-07,8.5447516978E-02
3.8000E-07,8.5395224631E-02
3.8100E-07,8.5312985957E-02
3.8200E-07,8.5233586371E-02
3.8300E-07,8.5115193903E-02
3.8400E-07,8.5076666415E-02
3.8500E-07,8.4961841166E-02
3.8600E-07,8.4881537497E-02
3.8700E-07,8.4763511240E-02
3.8800E-07,8.4713391364E-02
3.8900E-07,8.4640513957E-02
3.9000E-07,8.4566768229E-02
3.9100E-07,8.4476804793E-02
3.9200E-07,8.4418736517E-02
3.9300E-07,8.4335281432E-02
3.9400E-07,8.4230433524E-02
3.9500E-07,8.4151803076E-02
3.9600E-07,8.4060977995E-02
3.9700E-07,8.3985702097E-02
3.9800E-07,8.3877536356E-02
3.9900E-07,8.3792871535E-02
4.0000E-07,8.3696899474E-02
4.0100E-07,8.3629130900E-02
4.0200E-07,8.3548646986E-02
4.0300E-07,8.3461695731E-02
4.0400E-07,8.3354762614E-02
4.0500E-07,8.3278196871E-02
4.0600E-07,8.3210202754E-02
4.0700E-07,8.3111536086E-02
4.0800E-07,8.3006682932E-02
4.0900E-07,8.2906436026E-02
4.1000E-07,8.2825757086E-02
4.1100E-07,8.2736733973E-02
4.1200E-07,8.2655688345E-02
4.1300E-07,8.2536641181E-02
4.1400E-07,8.2488808215E-02
4.1500E-07,8.2375474036E-02
4.1600E-07,8.2316377699E-02
4.1700E-07,8.2218663275E-02
4.1800E-07,8.2146791995E-02
4.1900E-07,8.2027256548E-02
4.2000E-07,8.1970311701E-02
