ADC Channel - Charge distribution,Counts - Charge distribution
-249.0,1.0
-247.0,0.0
-245.0,1.0
-243.0,0.0
-241.0,0.0
-239.0,0.0
-237.0,0.0
-235.0,1.0
-233.0,0.0
-231.0,1.0
-229.0,1.0
-227.0,0.0
-225.0,0.0
-223.0,0.0
-221.0,1.0
-219.0,2.0
-217.0,0.0
-215.0,1.0
-213.0,0.0
-211.0,0.0
-209.0,2.0
-207.0,1.0
-205.0,1.0
-203.0,1.0
-201.0,0.0
-199.0,0.0
-197.0,2.0
-195.0,0.0
-193.0,1.0
-191.0,2.0
-189.0,1.0
-187.0,2.0
-185.0,2.0
-183.0,2.0
-181.0,1.0
-179.0,1.0
-177.0,4.0
-175.0,3.0
-173.0,1.0
-171.0,4.0
-169.0,4.0
-167.0,3.0
-165.0,3.0
-163.0,5.0
-161.0,0.0
-159.0,4.0
-157.0,4.0
-155.0,3.0
-153.0,1.0
-151.0,6.0
-149.0,4.0
-147.0,5.0
-145.0,6.0
-143.0,2.0
-141.0,4.0
-139.0,2.0
-137.0,8.0
-135.0,6.0
-133.0,9.0
-131.0,10.0
-129.0,9.0
-127.0,12.0
-125.0,12.0
-123.0,7.0
-121.0,15.0
-119.0,12.0
-117.0,11.0
-115.0,14.0
-113.0,11.0
-111.0,9.0
-109.0,10.0
-107.0,11.0
-105.0,19.0
-103.0,8.0
-101.0,23.0
-99.0,19.0
-97.0,35.0
-95.0,18.0
-93.0,13.0
-91.0,27.0
-89.0,22.0
-87.0,18.0
-85.0,32.0
-83.0,27.0
-81.0,26.0
-79.0,38.0
-77.0,35.0
-75.0,40.0
-73.0,40.0
-71.0,40.0
-69.0,37.0
-67.0,58.0
-65.0,47.0
-63.0,39.0
-61.0,53.0
-59.0,60.0
-57.0,46.0
-55.0,70.0
-53.0,69.0
-51.0,83.0
-49.0,68.0
-47.0,86.0
-45.0,99.0
-43.0,84.0
-41.0,98.0
-39.0,97.0
-37.0,82.0
-35.0,109.0
-33.0,102.0
-31.0,104.0
-29.0,98.0
-27.0,110.0
-25.0,91.0
-23.0,121.0
