ADC Channel - Charge distribution;Counts - Charge distribution
-249;0
-247;0
-245;1
-243;0
-241;0
-239;0
-237;1
-235;0
-233;0
-231;1
-229;0
-227;0
-225;0
-223;2
-221;0
-219;0
-217;0
-215;0
-213;1
-211;0
-209;0
-207;0
-205;3
-203;2
-201;1
-199;1
-197;2
-195;0
-193;0
-191;1
-189;0
-187;2
-185;0
-183;3
-181;0
-179;1
-177;1
-175;1
-173;3
-171;3
-169;3
-167;1
-165;4
-163;1
-161;2
-159;3
-157;2
-155;1
-153;2
-151;1
-149;8
-147;4
-145;2
-143;2
-141;5
-139;6
-137;11
-135;2
-133;2
-131;8
-129;10
-127;8
-125;3
-123;9
-121;2
-119;3
-117;7
-115;6
-113;10
-111;11
-109;6
-107;9
-105;14
-103;5
-101;14
-99;13
-97;10
-95;18
-93;19
-91;19
-89;20
-87;10
-85;23
-83;20
-81;16
-79;21
-77;28
-75;18
-73;27
-71;27
-69;33
-67;44
-65;36
-63;32
-61;32
-59;37
-57;54
-55;49
-53;43
-51;52
-49;63
-47;66
-45;56
-43;61
-41;60
-39;78
-37;76
-35;84
-33;91
-31;89
-29;87
-27;95
-25;87
-23;90
-21;94
-19;95
-17;89
-15;85
-13;87
-11;112
-9;89
-7;112
-5;102
-3;100
-1;118
1;111
3;112
5;122
7;106
9;94
11;91
13;123
15;102
17;94
19;88
21;83
23;92
25;97
27;83
29;79
31;88
33;64
35;71
37;73
39;62
41;63
43;62
45;73
47;53
49;63
51;50
53;55
55;50
57;43
59;30
61;39
63;30
65;37
67;31
69;33
71;32
73;30
75;27
77;24
79;18
81;18
83;20
85;19
87;19
89;13
91;11
93;11
95;9
97;8
99;9
101;14
103;15
105;7
107;4
109;3
111;4
113;4
115;7
117;5
119;4
121;6
123;3
125;3
127;4
129;7
131;4
133;1
135;1
137;8
139;1
141;2
143;3
145;1
147;3
149;0
151;1
153;3
155;1
157;1
159;1
161;2
163;2
165;0
167;0
169;2
171;0
173;0
175;0
177;0
179;0
181;1
183;0
185;0
187;1
189;0
191;2
193;2
195;3
197;2
199;2
201;0
203;0
205;0
207;1
209;1
211;1
213;0
215;1
217;0
219;1
221;0
223;0
225;0
227;0
229;0
231;0
233;0
235;0
237;0
239;0
241;0
243;0
245;0
247;0
249;0
251;0
253;1
255;0
257;0
259;0
261;0
263;0
265;0
267;0
269;0
271;0
273;0
275;0
277;0
279;1
281;0
283;0
285;0
287;0
289;0
291;0
293;1
295;0
297;1
299;0
301;0
303;0
305;0
307;0
309;0
311;0
313;1
315;1
317;1
319;0
321;0
323;0
325;0
327;2
329;0
331;0
333;0
335;0
337;0
339;0
341;0
343;0
345;0
347;0
349;0
351;0
353;0
355;0
357;0
359;0
361;0
363;0
365;0
367;0
369;0
371;0
373;0
375;0
377;0
379;0
381;0
383;0
385;0
387;0
389;0
391;0
393;1
395;0
397;0
399;0
401;0
403;0
405;0
407;0
409;1
411;0
413;0
415;0
417;0
419;0
421;0
423;0
425;0
427;0
429;0
431;0
433;0
435;0
437;0
439;0
441;0
443;0
445;0
447;0
449;0
451;0
453;0
455;0
457;0
459;0
461;0
463;0
465;0
467;0
469;0
471;1
473;0
475;1
477;0
479;0
481;0
483;0
485;0
487;0
489;0
491;0
493;0
495;0
497;2
499;0
501;0
503;1
505;0
507;2
509;0
511;0
513;0
515;0
517;1
519;0
521;0
523;1
525;1
527;0
529;1
531;2
533;1
535;0
537;0
539;1
541;1
543;0
545;0
547;1
549;3
551;0
553;0
555;1
557;0
559;0
561;2
563;0
565;1
567;2
569;0
571;2
573;2
575;3
577;4
579;4
581;0
583;6
585;3
587;2
589;2
591;3
593;3
595;4
597;2
599;5
601;2
603;3
605;3
607;7
609;3
611;3
613;2
615;2
617;4
619;5
621;7
623;8
625;7
627;10
629;14
631;7
633;5
635;10
637;13
639;10
641;12
643;10
645;9
647;14
649;18
651;13
653;17
655;15
657;15
659;16
661;20
663;14
665;22
667;23
669;20
671;22
673;26
675;20
677;43
679;30
681;30
683;26
685;36
687;41
689;37
691;43
693;45
695;48
697;61
699;63
701;45
703;75
705;54
707;53
709;59
711;65
713;84
715;72
717;85
719;70
721;91
723;91
725;82
727;93
729;101
731;115
733;123
735;139
737;122
739;136
741;137
743;138
745;142
747;163
749;132
751;183
753;159
755;160
757;193
759;155
761;192
763;181
765;169
767;183
769;238
771;212
773;199
775;205
777;210
779;215
781;239
783;231
785;245
787;242
789;224
791;238
793;250
795;252
797;241
799;244
801;252
803;255
805;235
807;241
809;256
811;244
813;244
815;235
817;251
819;241
821;239
823;229
825;231
827;212
829;223
831;235
833;209
835;207
837;192
839;204
841;225
843;189
845;174
847;164
849;168
851;154
853;147
855;144
857;155
859;158
861;141
863;125
865;136
867;113
869;113
871;97
873;104
875;104
877;103
879;91
881;80
883;83
885;72
887;76
889;58
891;49
893;61
895;50
897;64
899;45
901;43
903;43
905;39
907;26
909;43
911;26
913;30
915;33
917;20
919;21
921;19
923;15
925;21
927;14
929;14
931;22
933;19
935;17
937;17
939;9
941;9
943;13
945;6
947;5
949;12
951;10
953;7
955;6
957;10
959;5
961;5
963;9
965;5
967;1
969;6
971;2
973;4
975;9
977;7
979;5
981;3
983;3
985;3
987;4
989;6
991;4
993;4
995;1
997;1
999;1
1001;7
1003;4
1005;1
1007;0
1009;3
1011;4
1013;1
1015;2
1017;1
1019;3
1021;3
1023;1
1025;4
1027;3
1029;1
1031;1
1033;1
1035;1
1037;2
1039;3
1041;2
1043;2
1045;1
1047;1
1049;1
1051;4
1053;2
1055;0
1057;1
1059;1
1061;1
1063;3
1065;1
1067;0
1069;2
1071;4
1073;3
1075;2
1077;2
1079;1
1081;4
1083;4
1085;2
1087;1
1089;2
1091;1
1093;1
1095;0
1097;3
1099;2
1101;1
1103;4
1105;4
1107;1
1109;1
1111;2
1113;0
1115;1
1117;0
1119;1
1121;1
1123;3
1125;0
1127;2
1129;1
1131;2
1133;0
1135;1
1137;4
1139;2
1141;4
1143;2
1145;1
1147;1
1149;1
1151;2
1153;2
1155;0
1157;0
1159;0
1161;3
1163;2
1165;1
1167;3
1169;2
1171;0
1173;3
1175;2
1177;1
1179;2
1181;1
1183;1
1185;2
1187;1
1189;3
1191;1
1193;2
1195;4
1197;3
1199;1
1201;2
1203;1
1205;2
1207;0
1209;0
1211;3
1213;1
1215;3
1217;0
1219;0
1221;2
1223;1
1225;4
1227;1
1229;3
1231;1
1233;0
1235;2
1237;1
1239;3
1241;2
1243;3
1245;3
1247;1
1249;0
1251;0
1253;0
1255;1
1257;0
1259;1
1261;1
1263;0
1265;1
1267;2
1269;0
1271;1
1273;3
