ADC Channel - Charge distribution;Counts - Charge distribution
-249;0
-247;0
-245;0
-243;0
-241;0
-239;0
-237;0
-235;0
-233;0
-231;0
-229;0
-227;0
-225;0
-223;0
-221;1
-219;0
-217;0
-215;0
-213;0
-211;0
-209;0
-207;0
-205;1
-203;0
-201;0
-199;0
-197;0
-195;1
-193;0
-191;2
-189;0
-187;0
-185;0
-183;0
-181;0
-179;0
-177;0
-175;0
-173;1
-171;0
-169;0
-167;0
-165;1
-163;1
-161;0
-159;0
-157;0
-155;2
-153;1
-151;2
-149;1
-147;0
-145;0
-143;0
-141;4
-139;1
-137;1
-135;1
-133;1
-131;1
-129;1
-127;0
-125;4
-123;2
-121;3
-119;1
-117;1
-115;3
-113;1
-111;7
-109;2
-107;3
-105;6
-103;4
-101;6
-99;1
-97;3
-95;7
-93;5
-91;10
-89;10
-87;9
-85;9
-83;11
-81;10
-79;9
-77;9
-75;11
-73;9
-71;18
-69;21
-67;17
-65;25
-63;20
-61;27
-59;27
-57;29
-55;27
-53;31
-51;37
-49;40
-47;52
-45;53
-43;42
-41;51
-39;65
-37;64
-35;72
-33;87
-31;94
-29;103
-27;65
-25;102
-23;85
-21;119
-19;126
-17;127
-15;111
-13;143
-11;121
-9;154
-7;174
-5;139
-3;131
-1;141
1;140
3;150
5;145
7;146
9;120
11;144
13;138
15;133
17;138
19;105
21;120
23;106
25;104
27;91
29;104
31;87
33;93
35;83
37;71
39;76
41;50
43;59
45;53
47;45
49;42
51;35
53;27
55;32
57;29
59;22
61;17
63;20
65;14
67;5
69;20
71;13
73;5
75;12
77;4
79;12
81;5
83;2
85;4
87;5
89;7
91;4
93;5
95;3
97;4
99;2
101;7
103;4
105;5
107;4
109;6
111;4
113;2
115;2
117;2
119;1
121;1
123;1
125;2
127;0
129;2
131;1
133;3
135;1
137;0
139;3
141;1
143;1
145;1
147;0
149;0
151;2
153;1
155;0
157;1
159;0
161;2
163;1
165;0
167;0
169;0
171;0
173;0
175;0
177;0
179;0
181;1
183;0
185;0
187;0
189;0
191;0
193;0
195;0
197;0
199;1
201;0
203;1
205;1
207;0
209;0
211;0
213;1
215;0
217;0
219;1
221;0
223;0
225;1
227;1
229;1
231;1
233;0
235;0
237;0
239;0
241;0
243;0
245;1
247;0
249;0
251;0
253;1
255;2
257;1
259;1
261;1
263;0
265;0
267;1
269;0
271;2
273;1
275;1
277;0
279;1
281;0
283;3
285;2
287;1
289;3
291;7
293;1
295;2
297;3
299;6
301;1
303;1
305;5
307;3
309;4
311;7
313;3
315;5
317;3
319;6
321;6
323;4
325;5
327;3
329;10
331;14
333;17
335;16
337;8
339;11
341;15
343;14
345;20
347;16
349;17
351;14
353;27
355;19
357;34
359;26
361;36
363;44
365;38
367;42
369;43
371;53
373;47
375;44
377;56
379;63
381;58
383;74
385;92
387;77
389;100
391;92
393;112
395;112
397;143
399;131
401;153
403;184
405;163
407;182
409;215
411;233
413;186
415;224
417;232
419;244
421;257
423;272
425;298
427;325
429;319
431;345
433;328
435;322
437;337
439;371
441;368
443;375
445;383
447;397
449;374
451;390
453;360
455;355
457;400
459;402
461;397
463;309
465;350
467;334
469;338
471;278
473;306
475;302
477;265
479;279
481;274
483;274
485;231
487;183
489;200
491;174
493;178
495;162
497;144
499;163
501;120
503;112
505;106
507;109
509;103
511;79
513;63
515;76
517;59
519;68
521;54
523;59
525;40
527;39
529;32
531;27
533;25
535;25
537;19
539;19
541;21
543;18
545;13
547;21
549;11
551;11
553;9
555;7
557;8
559;3
561;13
563;9
565;7
567;6
569;10
571;6
573;8
575;3
577;4
579;6
581;6
583;7
585;4
587;3
589;2
591;3
593;1
595;2
597;4
599;3
601;5
603;5
605;1
607;3
609;3
611;6
613;4
615;7
617;4
619;2
621;6
623;11
625;2
627;4
629;2
631;4
633;2
635;3
637;2
639;3
641;0
643;4
645;2
647;4
649;0
651;3
653;4
655;6
657;5
659;7
661;2
663;7
665;4
667;2
669;2
671;1
673;1
675;2
677;1
679;2
681;3
683;3
685;1
687;4
689;3
691;0
693;4
695;1
697;2
699;2
701;2
703;5
705;3
707;6
709;4
711;3
713;7
715;2
717;1
719;4
721;5
723;2
725;8
727;3
729;10
731;9
733;3
735;8
737;4
739;3
741;9
743;6
745;6
747;9
749;5
751;9
753;5
755;7
757;7
759;7
761;7
763;5
765;10
767;9
769;11
771;11
773;16
775;14
777;10
779;12
781;27
783;20
785;13
787;18
789;11
791;24
793;24
795;29
797;33
799;20
801;39
803;27
805;34
807;52
809;53
811;32
813;45
815;43
817;68
819;64
821;65
823;68
825;60
827;84
829;79
831;96
833;82
835;117
837;102
839;139
841;122
843;159
845;155
847;181
849;167
851;186
853;188
855;226
857;211
859;282
861;256
863;272
865;319
867;279
869;319
871;334
873;318
875;371
877;369
879;371
881;381
883;390
885;435
887;395
889;447
891;507
893;469
895;500
897;484
899;478
901;496
903;461
905;514
907;504
909;535
911;460
913;480
915;508
917;480
919;487
921;460
923;447
925;468
927;429
929;433
931;419
933;380
935;379
937;399
939;386
941;318
943;334
945;267
947;294
949;259
951;272
953;260
955;235
957;226
959;215
961;199
963;193
965;169
967;151
969;133
971;136
973;125
975;129
977;98
979;83
981;83
983;81
985;93
987;62
989;61
991;58
993;52
995;47
997;41
999;29
1001;32
1003;30
1005;30
1007;29
1009;28
1011;25
1013;22
1015;17
1017;18
1019;20
1021;20
1023;12
1025;14
1027;19
1029;12
1031;10
1033;13
1035;7
1037;19
1039;11
1041;20
1043;12
1045;11
1047;9
1049;12
1051;7
1053;5
1055;14
1057;11
1059;9
1061;10
1063;10
1065;5
1067;5
1069;9
1071;12
1073;6
1075;2
1077;6
1079;7
1081;3
1083;9
1085;6
1087;7
1089;9
1091;4
1093;7
1095;9
1097;7
1099;10
1101;4
1103;9
1105;9
1107;10
1109;5
1111;8
1113;7
1115;6
1117;9
1119;11
1121;7
1123;6
1125;8
1127;3
1129;7
1131;6
1133;10
1135;10
1137;5
1139;8
1141;7
1143;6
1145;2
1147;6
1149;9
1151;6
1153;4
1155;4
1157;8
1159;9
1161;7
1163;5
1165;8
1167;7
1169;4
1171;8
1173;7
1175;7
1177;4
1179;4
1181;5
1183;8
1185;8
1187;9
1189;6
1191;5
1193;12
1195;7
1197;12
1199;3
1201;11
1203;10
1205;10
1207;9
1209;11
1211;18
1213;15
1215;7
1217;12
1219;16
1221;11
1223;16
1225;13
1227;18
1229;22
1231;21
1233;18
1235;13
1237;18
1239;20
1241;24
1243;25
1245;22
1247;19
1249;21
1251;44
1253;31
1255;34
1257;38
1259;38
1261;48
1263;40
1265;41
1267;51
1269;45
1271;57
1273;75
