

*** Start of Header ***

Signature:  	 HERA Writer V 1.1
Separator TAB
Decimal Separator:  "." 
Date:  	 08/05/2025 
Time:  	 13:02:45 
Username:  	 Guest 
Description:  	 Charge Histogram  
Dataset Channels: 	 2 
Dataset Samples:  	 500 

Data taking Conditions:  	 L.E.D. Driver Setting:  
 
Dataset metadata
Date / Time creation: 	 20250508-T130245 
User: 	 Guest 
Activity code: 	 20 
Sub-Activity code: 	 1 
Sub-Activity: 	 A1.1 SiPM Characterization 

PSAU settings:
 Channel in use: 	 1 

Channels setting follow: 	  
Ch.:  	 0 
SiPM Serial: 	 10564 
Bias Voltage [V]: 	 54,00 
Gain [dB]: 	 25,00 
Threshold [mV]: 	 -100,00 
Channel Temperature [°C]: 	 21,40 
T Compensation:  	 Off 
dV/dT 	 20,00 
Ch.:  	 1 
SiPM Serial: 	 10567 
Bias Voltage [V]: 	 55,50 
Gain [dB]: 	 20,00 
Threshold [mV]: 	 -20,00 
Channel Temperature [°C]: 	 21,40 
T Compensation:  	 On 
dV/dT 	 20,00 

DGTZ settings:
 Model: 	 DT5720A 
Model #: 	 9 
Serial #: 	 1164 
Channel 0 Status: 	 Off 
Channel 1 Status: 	 On 
DC Offset 0: 	 -38 
DC Offset 1: 	 16 
Trigger Mode: 	 FALSE 
Trigger Rise Time: 	 8 
Trigger Mean: 	 8 
Trigger 0 Thresh.: 	 30 
Trigger 1 Thresh.: 	 31 
Gate Mode: 	 FALSE 
Gate Width|Pre|Hold: 	 3504 | 120 | 7008 
Baseline Mean|Thresh.|NoFlatTime: 	 16 | 8 | 7008 
Coincidence Status: 	 FALSE 
Coincidence on GPO|Time: 	 0 | 0 
*** End of Header ***
 
ADC Channel	Counts	 
-4950 	0 	
-4850 	0 	
-4750 	0 	
-4650 	0 	
-4550 	2 	
-4450 	0 	
-4350 	0 	
-4250 	0 	
-4150 	1 	
-4050 	1 	
-3950 	0 	
-3850 	0 	
-3750 	1 	
-3650 	1 	
-3550 	1 	
-3450 	0 	
-3350 	1 	
-3250 	1 	
-3150 	0 	
-3050 	0 	
-2950 	1 	
-2850 	0 	
-2750 	1 	
-2650 	2 	
-2550 	0 	
-2450 	1 	
-2350 	4 	
-2250 	1 	
-2150 	7 	
-2050 	5 	
-1950 	6 	
-1850 	9 	
-1750 	11 	
-1650 	14 	
-1550 	17 	
-1450 	9 	
-1350 	20 	
-1250 	17 	
-1150 	29 	
-1050 	20 	
-950 	29 	
-850 	28 	
-750 	20 	
-650 	25 	
-550 	30 	
-450 	35 	
-350 	35 	
-250 	31 	
-150 	51 	
-50 	47 	
50 	40 	
150 	32 	
250 	39 	
350 	43 	
450 	47 	
550 	53 	
650 	57 	
750 	53 	
850 	56 	
950 	53 	
1050 	49 	
1150 	70 	
1250 	53 	
1350 	74 	
1450 	61 	
1550 	62 	
1650 	67 	
1750 	73 	
1850 	84 	
1950 	92 	
2050 	85 	
2150 	110 	
2250 	115 	
2350 	115 	
2450 	123 	
2550 	129 	
2650 	141 	
2750 	132 	
2850 	126 	
2950 	128 	
3050 	118 	
3150 	127 	
3250 	129 	
3350 	121 	
3450 	105 	
3550 	101 	
3650 	122 	
3750 	105 	
3850 	113 	
3950 	107 	
4050 	117 	
4150 	101 	
4250 	98 	
4350 	108 	
4450 	102 	
4550 	115 	
4650 	113 	
4750 	106 	
4850 	111 	
4950 	102 	
5050 	106 	
5150 	123 	
5250 	107 	
5350 	150 	
