ADC Channel - Charge distribution	Counts - Charge distribution
-4950	0
-4850	0
-4750	1
-4650	0
-4550	0
-4450	0
-4350	0
-4250	0
-4150	1
-4050	0
-3950	0
-3850	0
-3750	0
-3650	0
-3550	0
-3450	0
-3350	0
-3250	0
-3150	1
-3050	0
-2950	0
-2850	0
-2750	0
-2650	0
-2550	3
-2450	0
-2350	1
-2250	2
-2150	1
-2050	4
-1950	6
-1850	9
-1750	13
-1650	31
-1550	42
-1450	61
-1350	59
-1250	92
-1150	119
-1050	132
-950	178
-850	192
-750	216
-650	262
-550	311
-450	287
-350	359
-250	402
-150	373
-50	406
50	379
150	417
250	359
350	405
450	404
550	430
650	453
750	466
850	480
950	421
1050	450
1150	437
1250	470
1350	472
1450	459
1550	454
1650	485
1750	535
1850	486
1950	507
2050	497
2150	545
2250	510
2350	578
2450	554
2550	596
2650	527
2750	591
2850	585
2950	565
3050	600
3150	595
3250	619
3350	608
3450	643
3550	626
3650	667
3750	662
3850	633
3950	642
4050	688
4150	629
4250	644
4350	678
4450	657
4550	704
4650	660
4750	712
4850	725
4950	768
5050	753
5150	804
5250	834
5350	821
5450	836
5550	825
5650	869
5750	825
5850	815
5950	778
6050	740
6150	705
6250	729
6350	677
6450	665
6550	615
6650	612
6750	657
6850	596
6950	604
7050	557
7150	564
7250	548
7350	585
7450	544
7550	499
7650	472
7750	519
7850	509
7950	458
8050	504
8150	479
8250	472
8350	473
8450	453
8550	444
8650	448
8750	429
8850	411
8950	430
9050	424
9150	382
9250	411
9350	381
9450	367
9550	366
9650	348
9750	335
9850	306
9950	300
10050	300
10150	257
10250	235
10350	221
10450	211
10550	171
10650	173
10750	160
10850	147
10950	134
11050	138
11150	139
11250	133
11350	113
11450	128
11550	91
11650	124
11750	107
11850	142
11950	104
12050	94
12150	98
12250	111
12350	117
12450	117
12550	120
12650	110
12750	108
12850	135
12950	140
13050	135
13150	165
13250	187
13350	237
13450	258
13550	291
13650	320
13750	370
13850	397
13950	496
14050	509
14150	567
14250	640
14350	619
14450	662
14550	649
14650	641
14750	703
14850	648
14950	619
15050	639
15150	560
15250	532
15350	491
15450	401
15550	393
15650	338
15750	310
15850	270
15950	249
16050	185
16150	142
16250	141
16350	91
16450	78
16550	65
16650	57
16750	55
16850	46
16950	52
17050	54
17150	37
17250	48
17350	42
17450	38
17550	48
17650	38
17750	53
17850	56
17950	53
18050	44
18150	51
18250	46
18350	52
18450	47
18550	52
18650	44
18750	50
18850	53
18950	53
19050	36
19150	51
19250	47
19350	45
19450	52
19550	30
19650	52
19750	50
19850	59
19950	34
20050	46
20150	43
20250	44
20350	34
20450	43
20550	51
20650	51
20750	58
20850	39
20950	51
21050	38
21150	46
21250	52
21350	53
21450	52
21550	41
21650	50
21750	54
21850	53
21950	51
22050	44
22150	47
22250	54
22350	45
22450	59
22550	58
22650	49
22750	39
22850	43
22950	65
23050	47
23150	53
23250	52
23350	71
23450	53
23550	53
23650	47
23750	57
23850	67
23950	62
24050	57
24150	52
24250	73
24350	54
24450	49
24550	51
24650	41
24750	55
24850	72
24950	68
25050	57
25150	61
25250	48
25350	64
25450	69
25550	51
25650	62
25750	56
25850	60
25950	63
26050	64
26150	68
26250	60
26350	60
26450	63
26550	43
26650	73
26750	49
26850	61
26950	66
27050	63
27150	47
27250	51
27350	52
27450	54
27550	44
27650	51
27750	36
27850	41
27950	40
28050	31
28150	39
28250	39
28350	33
28450	36
28550	38
28650	30
28750	19
28850	13
28950	17
29050	20
29150	13
29250	20
29350	15
29450	6
29550	10
29650	18
29750	16
29850	19
29950	14
30050	12
30150	13
30250	15
30350	12
30450	18
30550	17
30650	15
30750	20
30850	14
30950	19
31050	25
31150	22
31250	20
31350	33
31450	26
31550	33
31650	28
31750	46
31850	30
31950	45
32050	32
32150	32
32250	35
32350	32
32450	28
32550	36
32650	40
32750	44
32850	27
32950	40
33050	23
33150	22
33250	21
33350	27
33450	33
33550	31
33650	16
33750	24
33850	28
33950	16
34050	15
34150	20
34250	9
34350	9
34450	4
34550	3
34650	5
34750	4
34850	3
34950	2
35050	3
35150	4
35250	4
35350	4
35450	0
35550	0
35650	2
35750	1
35850	0
35950	1
36050	2
36150	1
36250	0
36350	1
36450	2
36550	1
36650	0
36750	0
36850	0
36950	0
37050	1
37150	0
37250	0
37350	0
37450	1
37550	0
37650	0
37750	0
37850	0
37950	1
38050	1
38150	0
38250	0
38350	0
38450	0
38550	1
38650	0
38750	0
38850	0
38950	0
39050	1
39150	0
39250	0
39350	0
39450	0
39550	0
39650	0
39750	1
39850	0
39950	0
40050	0
40150	0
40250	0
40350	0
40450	0
40550	0
40650	0
40750	0
40850	0
40950	0
41050	0
41150	0
41250	0
41350	1
41450	0
41550	0
41650	0
41750	0
41850	0
41950	0
42050	0
42150	0
42250	0
42350	0
42450	0
42550	0
42650	0
42750	0
42850	0
42950	0
43050	0
43150	0
43250	0
43350	0
43450	0
43550	0
43650	0
43750	0
43850	0
43950	0
44050	0
44150	0
44250	0
44350	0
44450	0
44550	0
44650	0
44750	0
44850	0
44950	0
