Threshold [mV] - 0 (yellow);Frequency  [kHz] - 0 (yellow);Threshold [mV] - 1 (green);Frequency  [kHz] - 1 (green);Threshold [mV] - 2 (red);Frequency  [kHz] - 2 (red);Threshold [mV] - 3 (light blue);Frequency  [kHz] - 3 (light blue);Threshold [mV] - 4 (light yellow);Frequency  [kHz] - 4 (light yellow);Threshold [mV] - 5 (pink);Frequency  [kHz] - 5 (pink)
-6;0,367867;-6;0,373867;-6;0,372;-6;0,3769;-6;0,365373;-6;0,355011
