

*** Start of Header ***

Signature:  	 HERA Writer V 1.1
Separator TAB
Decimal Separator:  "." 
Date:  	 15/05/2025 
Time:  	 12:06:31 
Username:  	 Guest 
Description:  	 Charge Histogram  
Dataset Channels: 	 2 
Dataset Samples:  	 500 

Data taking Conditions:  	 L.E.D. Driver Setting:  
 
Dataset metadata
Date / Time creation: 	 20250515-T120630 
User: 	 Guest 
Activity code: 	 20 
Sub-Activity code: 	 1 
Sub-Activity: 	 A1.1 SiPM Characterization 

PSAU settings:
 Channel in use: 	 1 

Channels setting follow: 	  
Ch.:  	 0 
SiPM Serial: 	 10564 
Bias Voltage [V]: 	 54,00 
Gain [dB]: 	 25,00 
Threshold [mV]: 	 -100,00 
Channel Temperature [°C]: 	 21,40 
T Compensation:  	 Off 
dV/dT 	 20,00 
Ch.:  	 1 
SiPM Serial: 	 10567 
Bias Voltage [V]: 	 55,50 
Gain [dB]: 	 20,00 
Threshold [mV]: 	 -20,00 
Channel Temperature [°C]: 	 21,50 
T Compensation:  	 On 
dV/dT 	 20,00 

DGTZ settings:
 Model: 	 DT5720A 
Model #: 	 9 
Serial #: 	 1164 
Channel 0 Status: 	 Off 
Channel 1 Status: 	 On 
DC Offset 0: 	 -38 
DC Offset 1: 	 0 
Trigger Mode: 	 FALSE 
Trigger Rise Time: 	 8 
Trigger Mean: 	 8 
Trigger 0 Thresh.: 	 30 
Trigger 1 Thresh.: 	 0 
Gate Mode: 	 FALSE 
Gate Width|Pre|Hold: 	 5000 | 200 | 5000 
Baseline Mean|Thresh.|NoFlatTime: 	 16 | 8 | 5000 
Coincidence Status: 	 FALSE 
Coincidence on GPO|Time: 	 0 | 0 
*** End of Header ***
 
ADC Channel	Counts	 
-4950 	17 	
-4850 	17 	
-4750 	17 	
-4650 	17 	
-4550 	30 	
-4450 	15 	
-4350 	23 	
-4250 	20 	
-4150 	27 	
-4050 	39 	
-3950 	27 	
-3850 	31 	
-3750 	17 	
-3650 	32 	
-3550 	36 	
-3450 	30 	
-3350 	29 	
-3250 	28 	
-3150 	19 	
-3050 	25 	
-2950 	20 	
-2850 	23 	
-2750 	21 	
-2650 	22 	
-2550 	17 	
-2450 	23 	
-2350 	27 	
-2250 	34 	
-2150 	21 	
-2050 	18 	
-1950 	16 	
-1850 	32 	
-1750 	29 	
-1650 	29 	
-1550 	30 	
-1450 	33 	
-1350 	40 	
-1250 	38 	
-1150 	38 	
-1050 	36 	
-950 	50 	
-850 	51 	
-750 	44 	
-650 	61 	
-550 	64 	
-450 	53 	
-350 	68 	
-250 	64 	
-150 	85 	
-50 	81 	
50 	261 	
150 	101 	
250 	89 	
350 	69 	
450 	104 	
550 	98 	
650 	82 	
750 	88 	
850 	78 	
950 	55 	
1050 	63 	
1150 	71 	
1250 	87 	
1350 	69 	
1450 	67 	
1550 	77 	
1650 	101 	
1750 	69 	
1850 	96 	
1950 	98 	
2050 	83 	
2150 	90 	
2250 	106 	
2350 	98 	
2450 	78 	
2550 	102 	
2650 	89 	
2750 	100 	
2850 	75 	
2950 	89 	
3050 	66 	
3150 	76 	
3250 	60 	
3350 	71 	
3450 	65 	
3550 	63 	
3650 	54 	
3750 	42 	
3850 	46 	
3950 	43 	
4050 	48 	
4150 	41 	
4250 	43 	
4350 	45 	
4450 	47 	
4550 	62 	
4650 	49 	
4750 	51 	
4850 	32 	
4950 	30 	
5050 	46 	
5150 	37 	
5250 	42 	
5350 	26 	
5450 	26 	
5550 	28 	
5650 	22 	
5750 	11 	
5850 	12 	
5950 	18 	
6050 	9 	
6150 	11 	
6250 	8 	
6350 	10 	
6450 	10 	
6550 	10 	
6650 	13 	
6750 	4 	
6850 	8 	
6950 	6 	
7050 	9 	
7150 	12 	
7250 	5 	
7350 	7 	
7450 	6 	
7550 	6 	
7650 	7 	
